sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
226,2,1,-0.66779,-0.25343,-0.53001,-0.40173,0.51419,0.59209,-0.2208,0.36172,0.28439,-0.7826,0.20464,0.18922,0.17159
226,2,2,-0.436,-0.87603,-0.69626,0.15022,-1.0962,0.61227,-0.34136,0.37019,-0.35944,-2.9465e-05,-0.098162,0.27107,-0.097903
226,2,3,-0.60593,-0.68591,0.07462,1.1977,-1.2221,0.37272,-0.23584,-0.304,-0.028117,0.083964,0.20068,0.91621,0.33654
226,2,4,-1.1508,-0.2412,0.23499,1.2577,-0.5227,0.81854,-0.34716,-0.5285,0.062058,-0.29114,-1.0142,-0.2679,-0.859
226,2,5,-0.71938,1.4643,0.14584,1.2517,0.63673,-0.11301,-0.45201,-0.65918,0.12916,-0.46013,-0.93471,-0.12175,-0.74847
226,2,6,-0.8598,1.9149,-0.34386,0.19822,0.54403,-0.71398,0.42121,1.1569,-0.89513,0.011376,-0.63359,-0.29132,-0.29662
226,2,7,-0.89127,1.1182,-0.81711,0.70008,1.246,-0.8762,0.43118,2.0693,-0.41445,0.59905,-1.0843,-0.3272,-0.43409
226,2,8,-0.15229,0.34629,-1.4462,-0.14653,0.903,0.30629,-0.15606,-0.14933,-0.97482,0.087397,-0.22528,-0.019517,0.36458
226,2,9,0.036194,0.54281,-0.17521,0.8179,1.1247,-0.90785,0.44622,0.076647,-0.72135,-0.28457,0.6251,0.0025768,-0.51348
226,2,10,0.55274,0.66361,0.2197,1.0862,0.80602,-0.86665,0.012831,-1.0018,-1.1819,-1.1137,-0.6316,0.22752,-0.33557
226,2,11,0.14315,0.15462,0.33129,1.3223,0.34129,0.32863,-0.23734,-0.017625,-0.34049,-0.56255,-0.16648,0.64446,-0.038872
226,2,12,-0.22561,0.20311,0.72041,0.6095,-0.83558,-1.235,0.47475,-0.14838,0.30123,-0.12922,-0.53994,0.30296,1.0465
226,2,13,-0.85026,-0.3251,1.4042,0.5615,-0.8304,-1.4773,0.71448,0.19241,-0.19332,0.97676,0.19985,0.27528,0.63851
226,2,14,-1.4781,-0.91015,0.9162,0.48976,-1.0224,-0.30618,-0.23721,0.40332,-0.1119,0.099874,0.65249,0.16555,0.72482
226,2,15,-0.74986,-0.79803,0.053457,0.115,-0.68573,0.51621,0.16772,0.24044,-0.12932,-0.76131,0.12724,-0.59159,-0.19605
226,2,16,-0.42561,0.34446,-0.36995,-0.23545,0.54058,0.85957,0.57735,-0.17656,-0.53628,-0.95294,0.0059719,-0.58348,-0.19988
