sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
189,2,1,-0.33517,-0.21785,0.39052,0.50189,-0.47503,-0.060538,1.1137,-0.42807,-0.084183,-1.3489,0.78433,0.33594,0.54402
189,2,2,0.32112,-1.1689,0.76873,0.34271,-0.054746,-0.60769,0.37779,0.1461,-1.0518,0.20335,0.55404,0.34536,0.5218
189,2,3,0.16801,-0.56677,0.979,0.83517,0.0070443,-0.79659,-0.022824,0.71333,0.45919,-0.40498,-0.037708,-0.18715,0.46712
189,2,4,0.1159,-0.24556,1.3505,-0.12005,0.43872,-0.34702,-0.051054,0.29663,-0.20682,-1.5059,0.31089,-0.82031,-1.047
189,2,5,-0.14326,-0.78448,0.6694,-0.65974,-0.22808,-0.22213,0.549,-0.47824,0.73181,-1.645,1.262,-0.64783,-0.12732
189,2,6,-0.41214,-0.86976,0.94651,-1.8909,-0.43309,0.21384,0.60293,-0.56203,1.0168,0.11902,1.6864,-0.33242,0.27675
189,2,7,0.34982,0.60046,0.72194,-1.6248,0.28559,1.6003,-0.60335,0.053779,0.20649,1.399,0.9744,0.30186,0.26695
189,2,8,0.42992,-0.22628,0.0027928,-0.63638,0.41627,0.53748,-0.46336,-0.36484,1.0405,0.81493,1.2905,0.35109,-0.69521
189,2,9,0.19821,0.53617,-0.45865,-0.51714,1.077,0.57649,0.49398,0.18036,0.27624,-0.59175,-1.0505,0.33075,-0.48094
189,2,10,0.26549,-0.035969,-0.77395,-0.23448,0.94493,0.14197,0.068209,0.22643,-0.12051,-0.64094,-0.44842,0.068187,-0.4166
189,2,11,-0.6442,-0.43426,-0.15625,0.30863,-0.11955,-0.26078,0.094274,0.58615,-0.56095,-1.0464,-0.26132,-0.03576,-0.094438
189,2,12,-0.14867,-0.23606,0.46546,0.12967,-0.72003,-0.77282,0.18332,-0.22247,-0.51139,-0.78729,-0.94685,-0.14562,-0.36928
189,2,13,0.062119,0.24822,0.69716,-0.2077,-0.88533,-0.24083,0.39617,0.27508,-0.8283,-0.71625,-0.68689,-0.41481,-0.284
189,2,14,-0.26917,-0.00030989,-0.066916,-0.79196,-0.6555,-1.1524,0.068359,0.59072,0.33855,0.28463,-1.0346,-0.23324,-0.082915
189,2,15,0.41922,-0.25855,0.80169,-0.93308,-0.17425,0.98969,0.044292,0.062713,1.0423,0.5629,-1.217,-1.3244,-1.1994
189,2,16,0.94906,-0.69465,-0.023042,0.14853,0.070494,0.98742,-0.068654,-0.35129,1.6316,0.65714,-0.37488,-1.395,-0.82464
189,2,17,-0.34961,0.26529,0.24232,0.5671,0.18429,1.2217,0.2558,1.2316,-0.55129,0.75055,0.65554,-0.15078,-1.1302
189,2,18,-0.35677,0.17203,0.67822,0.13049,0.16817,0.58719,1.0019,1.2718,-0.064524,0.78595,0.44246,-0.035041,0.43629
189,2,19,-0.13713,-0.25424,0.76884,-0.26377,0.19362,-0.34062,0.381,-0.48222,0.28125,0.12796,-0.17526,0.10926,0.87575
189,2,20,0.0861,-0.40786,-0.60454,-0.47553,0.010154,-1.1048,-0.44896,-0.59524,-0.095726,0.83203,0.12385,-0.47752,0.39536
189,2,21,0.21129,0.035748,-0.35566,-0.98763,0.091796,-0.016059,-0.37595,0.3731,0.017807,-0.016253,-0.19269,-0.62832,-0.95475
189,2,22,0.52501,0.031223,0.67604,-1.1859,0.092544,-0.32102,0.26342,0.22707,0.071318,-0.14929,0.54266,-1.1011,-1.5683
189,2,23,0.8206,0.65184,0.90628,-0.085786,0.08255,0.59936,0.39941,0.42366,0.044529,-1.1032,-0.56013,0.078084,-1.4663
189,2,24,0.065021,0.662,1.2399,0.88066,-0.0058556,-0.2861,0.0035595,0.26783,-0.56123,-0.96309,0.56585,0.74746,-1.1083
189,2,25,-0.27081,-1.0137,0.29415,-0.23095,0.1093,1.3309,-0.073547,-1.255,0.4789,-0.19278,-0.55408,-0.68898,-0.64577
189,2,26,0.85852,-0.6433,0.38553,-0.45135,0.54717,1.0727,0.088345,-0.8969,0.66945,0.43259,-0.5668,-0.50799,-0.23757
189,2,27,0.55297,-0.6223,1.1092,-0.070112,0.19612,0.11016,0.10616,-0.6305,0.74233,-0.45733,0.38948,-0.8913,0.51913
189,2,28,0.22281,-0.36493,0.73716,-0.57569,-0.50124,-0.62337,-0.026798,0.47614,-1.0621,-0.59591,1.0693,-1.0341,0.76888
189,2,29,-0.053084,0.11041,0.8398,-0.28962,-0.38131,0.76915,0.62531,0.74298,-0.51249,-0.20722,0.65643,-0.51707,-0.0044944
189,2,30,0.053493,-0.18563,0.36934,-0.57104,-0.29959,0.1313,-0.25593,1.2021,-0.42768,-0.10847,0.62279,0.14681,0.54734
189,2,31,-0.12076,-0.13925,0.46174,-1.1032,0.38988,1.1655,1.3207,-0.56941,-0.24566,0.75469,0.043725,-0.40186,-0.29194
189,2,32,0.0066637,-0.024366,1.0665,-0.045778,0.25381,0.80072,-0.13392,-0.39951,-0.22648,-0.89864,-0.94365,0.79387,0.37153
189,2,33,-0.13931,-0.49627,-0.0035545,1.4963,-0.53436,0.049301,0.36841,-0.23043,-0.03667,0.8421,0.17547,0.085308,0.57687
189,2,34,-0.92433,-0.41023,1.2141,0.77578,-1.6533,-0.77779,1.0336,-0.23411,-1.3307,-0.26362,-0.24425,0.46548,0.092933
189,2,35,-0.96817,-0.47628,2.0903,0.33622,-0.02167,-0.95549,0.75578,-0.080847,-0.91988,0.0088914,0.41745,0.55654,-0.79222
189,2,36,0.18747,0.23159,1.5708,0.62403,1.648,-1.0885,-0.15135,-0.12379,-0.70269,-0.9634,0.10016,0.31608,-0.36191
189,2,37,-0.15908,0.16944,0.38019,1.3491,1.2956,-0.050894,-0.8259,-0.30405,-0.10887,0.16751,-0.18905,0.32502,-0.033699
189,2,38,0.078749,0.054453,0.53003,0.75778,0.50948,0.080134,-0.42046,0.64454,0.51211,-0.84156,-0.1826,0.5515,-0.22401
189,2,39,-0.19148,-0.17631,0.62727,-0.076804,-0.22474,-0.16393,0.25367,-0.069179,0.86266,-0.75374,0.033328,0.39013,0.87873
189,2,40,0.18197,-0.21801,0.29197,-0.52269,-1.4484,-1.0105,-0.25483,-0.39425,0.8095,-0.76061,-0.39367,0.74477,0.97
189,2,41,0.12041,-1.4526,0.50901,0.2731,0.10151,-0.090765,-0.18599,1.161,0.068527,1.0945,0.80682,0.060229,0.73368
189,2,42,0.038828,-0.65127,0.47378,0.27734,0.29714,0.49665,0.026701,-0.62477,-0.33715,0.53489,0.5149,1.3107,0.82314
189,2,43,-0.77587,0.36207,0.53675,0.51411,-0.66176,-0.3532,-0.58254,-1.3266,-0.46705,0.19347,1.0766,0.37743,0.68865
189,2,44,-0.52206,0.42982,0.30213,0.54765,-0.89547,-0.84578,-0.42358,-2.3122,-0.3083,0.579,0.26565,0.22027,-0.086072
189,2,45,0.045081,-0.37041,-0.46133,-0.25938,-0.4416,-0.61903,-0.6213,-0.90997,-0.58045,0.21727,0.29798,0.11417,0.053861
189,2,46,0.042778,-1.0926,-0.03173,-0.058169,-0.3991,0.27188,-0.59673,0.34766,0.39121,-0.88977,-0.82744,-1.1185,-0.74622
189,2,47,0.083508,-0.091084,-0.17727,1.0273,-0.29707,-0.83215,0.79308,0.17856,0.79963,-1.9106,0.15923,-0.69026,-0.070301
189,2,48,0.67526,0.32889,0.49123,1.0853,-0.32629,-0.2696,-0.63851,0.17662,0.2147,-0.74138,-0.80597,0.012232,-0.34833
189,2,49,-0.64577,-0.29255,0.45205,0.26813,0.039114,0.49296,-0.40954,0.030668,-0.24618,-0.50884,0.91975,0.27566,-0.24411
189,2,50,-0.54274,-0.93572,0.034361,0.22474,-0.069916,-0.50883,-0.55965,0.3896,-0.12409,-0.28181,-0.54134,0.57838,0.2518
189,2,51,-0.50726,-0.1761,0.27354,0.33959,-1.0115,-0.20597,-0.08247,0.48874,0.1125,-0.37585,-1.9785,0.53612,-0.47457
