sub,run,trial,act_leftVLPFC,act_PCC,act_rightVLPFC,act_preSMA,act_thalamus,act_rightParietal,conn_leftVLPFC_DLPFC,conn_leftVLPFC_MPFC,conn_leftVLPFC_PCC,conn_leftVS_visual,conn_rightVS_DLPFC
232,3,30,0.17697,-1.741,-0.051987,0.85654,-0.32026,0.066396,-0.21731,0.33675,0.30532,-0.29603,0.48213
232,3,31,-0.4693,-0.83775,0.79162,0.22655,0.021879,1.0131,-0.11469,0.30374,0.20013,0.26095,0.17723
232,3,32,0.017104,-0.18364,0.329,-1.4068,-0.31256,0.41328,-0.12923,0.39063,-0.13827,-0.40297,1.0786
232,3,33,-0.54012,-0.2749,-0.47865,-0.1025,0.063685,0.61123,-0.11188,-0.30868,0.66777,0.92393,-1.3739
232,3,34,-0.42115,0.40087,-0.55907,0.79418,-0.20426,-0.11797,-0.027871,0.018249,1.1791,0.12852,-0.8986
232,3,35,0.020219,0.91744,-0.48909,0.79071,0.12329,-0.33835,-1.2007,0.43466,-0.0089879,0.080781,1.2917
232,3,36,0.49378,1.1751,0.203,0.35118,0.35663,0.035098,-0.55314,0.57684,0.31228,0.20985,1.7302
232,3,37,-0.42915,0.37396,0.27972,-0.52534,0.25884,-0.097259,0.28534,0.49557,-0.41927,0.2981,-0.435
232,3,38,-1.1124,-1.0943,-0.33741,-0.45052,0.013231,-0.25837,-0.13457,0.41241,-1.2054,-0.42885,-0.084143
232,3,39,-0.35686,-1.1672,-1.0131,-0.73607,-0.56429,-0.56717,0.29794,-0.26867,0.43355,-0.59559,-0.18568
232,3,40,0.14662,-0.77587,-0.86394,-0.37639,-0.65257,-0.50048,-0.53354,-0.13036,0.014432,0.55739,-0.075217
232,3,41,-0.66366,-0.54567,-0.13796,0.018784,-1.661,0.224,0.0098467,0.96177,0.89275,0.086216,-0.056467
232,3,42,-0.048933,0.562,-1.1503,1.0986,-0.89895,-0.10128,-0.34893,-0.19461,-1.7152,-0.80396,-1.1738
232,3,43,-0.74038,0.79099,-1.2306,2.3934,0.17403,-0.51827,-0.20681,0.52442,-0.18509,-1.3474,0.097351
232,3,44,0.37639,0.17226,-0.044951,2.2165,0.73156,0.027613,-0.013201,0.5042,0.45995,-1.1037,0.88144
232,3,45,0.96324,-0.23686,0.67483,1.7643,1.0409,-0.6297,-0.19824,-0.2272,-0.61093,-0.92313,1.5814
232,3,46,-0.39642,1.1857,0.35992,-0.27968,0.72758,-0.61162,0.22591,0.38875,0.67909,-0.11841,0.58827
232,3,47,0.020535,0.55545,-0.50702,-1.4615,0.51002,0.63795,0.74283,-0.6906,0.91684,-0.24968,-0.4413
232,3,48,0.43562,-0.19124,-0.042942,-0.58492,0.23385,0.75544,0.44713,-1.1361,0.40413,1.3737,-0.48206
232,3,49,-1.8495,-0.31545,-1.6664,-0.99095,0.40693,0.64616,1.5466,-2.1652,-0.95288,-0.58364,-1.1504
232,3,50,0.83309,-0.4546,1.2056,-0.012972,-0.32043,1.1693,0.01648,-0.43122,-0.79665,-0.74342,-1.2755
232,3,51,-1.2311,-1.7901,-0.52229,-1.7597,-0.26192,0.52029,-1.1224,1.0691,-0.14036,-0.32464,-0.25355
232,3,52,-1.1444,-1.3898,-1.1622,-1.9633,0.41126,0.078554,-0.79353,0.60576,1.5021,-0.0073721,-0.086628
232,3,53,-0.32686,0.58517,-1.7053,-0.34222,0.0032604,-0.9734,0.15555,0.39031,0.93412,-0.065222,-1.1183
232,3,54,0.46308,0.27565,0.83511,1.5525,-0.46641,-1.0276,0.70474,-1.3292,0.28178,0.65624,1.1991
232,3,55,0.44528,-0.064309,1.0675,-0.41373,0.14147,-0.56752,0.76549,-0.57416,1.106,0.30311,-0.3922
232,3,56,-0.63976,0.36951,0.49357,-1.3775,0.48834,0.57609,0.44167,-0.38723,-1.4148,-0.27159,0.49383
232,3,57,0.12562,-0.06237,-0.1234,0.31253,-0.83268,-0.58848,1.3704,1.1274,0.49962,0.057566,0.17031
232,3,58,0.34152,1.1834,0.051603,0.42406,0.562,-0.50337,0.81809,0.45996,0.099949,-0.43016,-1.0812
232,3,59,0.47354,0.52987,-0.66107,0.2552,0.80978,0.33296,-0.22317,-1.6391,-0.44818,-1.0448,-0.17179
232,3,60,-0.50717,0.19461,-1.0905,-0.59375,0.20207,0.97976,-0.91273,-0.010859,-0.52068,-0.3236,-0.11588
232,3,61,-0.61156,-0.28041,-0.15662,-1.981,0.17628,1.05,0.59085,-0.088567,-0.62592,0.82733,0.53884
232,3,62,-0.82837,-0.69473,0.042658,-1.4103,-0.26081,0.076746,-0.026162,-0.095359,-0.0027135,-0.38196,0.4823
232,3,63,0.28117,-0.16056,0.78079,-0.78984,-0.79168,-1.0553,-0.13145,0.1816,-0.50918,-0.04632,-0.38955
232,3,64,0.28667,-0.6454,0.65795,-0.7202,-0.44923,-1.72,-0.34673,0.56595,-0.18891,-0.046078,-0.20861
