sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
211,1,1,-1.0498,0.032961,0.58858,1.3314,1.5056,1.6249,-0.49047,0.29661,0.18219,-0.093865,0.1592,0.42658,0.19204
211,1,2,-0.68301,-1.0737,1.2343,0.97351,1.5981,-0.50971,-0.17471,-0.1284,-0.62193,-1.0669,-0.13259,-0.17158,-0.78155
211,1,3,0.023928,-1.0456,1.4977,1.6809,0.84887,0.58043,0.47283,0.070508,0.47439,-0.43495,0.16095,-0.56301,-0.28629
211,1,4,-0.42728,-0.36481,2.7702,3.1896,0.014454,0.69961,1.2625,-0.016124,-0.20338,0.24338,0.486,-0.32775,-0.13648
211,1,5,-0.48063,0.16294,2.6522,3.6152,-0.30478,0.10277,0.24725,-0.53851,0.072479,0.83791,0.43604,-0.0022361,-0.70185
211,1,6,0.64635,0.97001,1.9988,3.406,-0.59065,-0.53509,-0.21856,-0.0055822,0.50803,0.14843,-0.70159,0.10424,0.35063
211,1,7,1.0432,0.70489,0.94254,2.881,-0.2516,-0.26424,-0.40582,0.11857,-0.61931,-0.44521,-0.55295,-0.56946,-0.78997
211,1,8,0.56647,0.86807,-0.50039,1.1678,-0.063167,0.6868,-0.18595,0.065751,-1.299,-0.24944,0.013874,-0.84417,-0.90908
211,1,9,0.25829,-0.94951,0.66392,0.43749,-0.15841,-0.43935,-0.41892,-0.17065,-1.1043,0.079191,-0.67918,0.075525,0.68166
211,1,10,0.47397,-0.22663,-1.368,-1.2814,0.67233,0.082412,-0.4213,0.38511,-0.90823,-0.73999,-0.060116,0.43534,0.62291
211,1,11,1.4853,0.37413,-1.7687,-1.2962,0.36208,0.0075591,-0.43058,-0.17981,0.5961,0.78111,0.28709,-0.18765,0.4431
211,1,12,0.59533,0.60521,-1.39,-0.81438,-0.25947,0.093551,0.27376,-0.39929,0.69591,-0.13536,-0.0030747,-0.49133,0.62735
211,1,13,0.29362,0.53142,-0.17461,0.32532,-0.18912,0.28838,-0.54177,0.25164,1.0144,-1.0307,0.881,-0.8845,-0.15403
211,1,14,0.41883,0.069829,0.52583,0.49378,-0.36141,0.45695,-0.60989,0.31983,0.48769,0.54199,-0.30754,-0.56599,-0.73713
211,1,15,0.38623,-0.10431,1.1524,1.6811,-0.17934,-0.35357,-0.89144,0.070687,0.18147,-0.56367,-0.36188,-0.38318,-0.29315
211,1,16,0.20328,-0.49874,1.1384,1.9743,0.1695,0.011753,-0.74582,-1.0644,-0.071726,0.69324,-0.32573,0.046032,-0.52196
211,1,17,-0.401,-1.5998,0.12252,-0.88739,-0.51353,-0.79498,0.023258,-0.086212,0.45959,0.17737,0.76015,-0.18497,-0.697
211,1,18,-0.63314,-1.4455,0.3454,0.43726,-1.2377,-0.14186,0.72314,0.27542,0.90655,-0.13955,0.20906,-0.43216,-0.74771
211,1,19,-0.72417,-0.23765,0.97255,2.0597,0.042783,0.15458,0.88836,-0.10794,-1.0341,-0.43374,-0.53342,-0.3668,-0.49397
211,1,20,0.061352,-0.2416,0.90904,2.4148,0.9396,0.64368,0.40441,-0.16555,0.77567,-0.21014,-0.66885,0.26975,-0.22419
211,1,21,0.23672,-0.090991,0.66825,1.6525,1.9036,0.63816,-0.19273,-0.26033,-0.28481,0.53551,-0.0906,0.35471,-0.35437
211,1,22,0.52323,-0.81678,0.27507,1.3682,1.1562,-0.0054247,0.13741,0.35713,-0.92337,-0.59826,-0.77083,0.22344,-0.35414
211,1,23,0.44501,0.33262,0.34064,0.64268,0.35062,-0.45438,0.23398,0.39472,-0.049,0.16386,0.36647,0.27807,-0.048837
211,1,24,0.39658,0.63777,0.64241,0.47753,1.1042,-0.60505,0.67534,0.45642,0.90252,0.13693,0.36253,0.11881,-0.66865
211,1,25,-0.27256,-1.0112,0.24873,0.53246,-0.14066,-0.15472,-0.043845,-1.0103,0.37938,-1.5056,0.23252,-0.8312,0.077103
211,1,26,-0.0069013,-0.53852,-0.27267,-0.30095,0.63978,-0.2395,0.51663,0.28205,-0.12013,0.19398,-0.18167,-0.11078,-0.21532
211,1,27,1.1452,-0.084213,-0.070936,-0.011669,0.046199,-0.40183,0.34856,0.66152,1.0622,0.59292,-0.6215,0.37465,-0.34865
211,1,28,0.34067,-0.13742,0.22747,1.0777,-0.037147,-0.31409,0.15367,0.93268,1.2663,0.32246,0.059045,0.060414,-0.80387
211,1,29,0.57068,-0.46994,1.1374,1.612,0.65714,0.27906,0.72458,-0.17138,0.48592,0.85242,-0.18708,0.81226,0.28409
211,1,30,0.068112,-0.188,1.3538,1.6869,0.13739,-0.17929,0.38003,-0.26606,-0.21577,0.42956,0.49433,-0.63,0.49327
