sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
210,3,1,0.66372,0.11514,-0.17039,0.15489,-0.068878,-0.59321,-0.60185,-0.55687,0.12891,1.4624,1.0862,0.079863,-0.23511
210,3,2,-0.32519,0.058652,-0.54771,-0.89896,-0.18816,-0.37684,-0.96899,0.22876,0.15444,-1.4297,0.43717,-0.094594,-0.62885
210,3,3,0.27976,0.47373,-0.65029,-1.3255,0.44383,0.75965,0.56603,0.32846,0.288,0.17298,-0.91054,-0.58639,0.94677
210,3,4,-0.073854,0.3473,-0.74444,-0.35564,0.18571,1.2811,0.11796,1.2881,0.041271,1.0566,1.0185,1.0243,-0.3408
210,3,5,-0.54489,-0.19786,-0.2178,0.72399,0.14348,0.36774,-1.0089,1.6115,0.01737,-0.1719,-0.16662,-0.20849,-0.50844
210,3,6,-1.0673,0.48141,-0.10778,0.63454,0.11542,0.054278,-0.059056,1.2469,-0.60193,0.040496,0.57609,0.54779,-0.54228
210,3,7,-0.45696,-0.20728,-0.54707,0.40177,-0.060449,-0.45418,-0.032485,-0.54857,-0.65471,0.075133,0.33919,0.044483,0.46094
210,3,8,0.67506,-0.48025,0.06089,1.3841,0.57242,0.14317,0.72468,0.34111,-0.22165,0.67659,0.17873,0.68884,1.1975
210,3,9,0.098141,0.36064,-0.060533,1.1865,-0.0076982,0.025723,-0.20241,-0.64327,-0.42024,0.11684,-0.8318,0.29353,-0.30555
210,3,10,-0.29619,-0.30786,-0.19061,0.75144,-0.26769,1.066,0.34347,-1.0059,0.10643,0.26783,-0.69001,0.1824,-0.6775
210,3,11,-0.5866,-0.74947,-0.35725,-0.36521,-0.20536,0.26195,0.14326,-0.87339,1.2431,0.52776,-0.42959,-0.55971,-0.81777
210,3,12,0.58022,-1.1321,-0.205,-0.57548,0.4581,-0.37863,-0.50542,-0.10532,0.89313,-0.71666,0.8466,-0.19509,0.56816
210,3,13,0.67605,-0.69918,-0.84942,-0.47014,0.65345,-0.031884,-0.47697,-0.9361,-0.84062,0.069286,0.71339,0.16353,0.97769
210,3,14,0.32922,-0.090188,-0.83491,-0.0057875,0.59634,-0.26993,-0.36035,0.39145,-0.80216,0.23452,0.21201,0.36733,0.38601
210,3,15,-0.58613,-0.66974,-0.0077467,0.19694,0.49139,0.026004,-0.40543,0.059595,-1.1098,0.0053253,-0.084183,0.2684,0.19532
