sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
226,1,1,0.21193,1.1155,0.28923,1.0637,1.3995,0.50661,0.45069,-0.39027,-0.6327,0.0036513,0.23658,-1.2848,-1.8227
226,1,2,-0.45423,-0.3155,1.1634,0.83158,0.49118,-0.41549,0.087453,0.68609,-0.15323,0.83076,0.10497,-0.22908,0.1395
226,1,3,-2.1215,-0.81343,0.23415,0.46004,-0.37535,0.55262,1.1145,-0.59955,0.29199,0.76926,0.77018,0.89132,0.79587
226,1,4,-1.5674,-0.04191,-0.3207,-0.080501,0.36808,0.11893,0.073912,-0.83663,0.21879,1.0343,0.51355,-0.027411,0.67073
226,1,5,-0.42629,-0.53691,0.068227,-0.97687,0.60575,0.52841,0.54149,-0.62615,1.1753,-0.29163,0.037284,0.27421,0.66752
226,1,6,0.25381,-0.47741,0.49163,-0.57731,1.1169,-0.36444,0.38121,0.14789,0.026712,-0.77422,-0.96361,0.68775,0.01742
226,1,7,0.15308,0.30684,1.4379,0.68594,0.98133,-0.74307,0.83321,-0.50237,-0.60533,0.58547,-0.079227,0.79652,0.15854
226,1,8,0.52657,0.44651,1.9823,1.8577,0.29488,-0.45855,0.58166,0.54639,-0.85638,0.72704,0.64364,0.010298,-0.46713
226,1,9,-0.35265,0.05903,0.055974,0.064895,1.228,-0.72603,0.47409,0.58336,-1.0887,-0.90975,0.25962,0.56605,-0.46471
226,1,10,-0.349,0.067332,-0.42312,-0.24963,0.14879,-0.67661,-0.062099,0.04471,0.43122,0.52523,-0.5559,0.48436,-0.32846
226,1,11,-0.25788,0.15974,-0.57598,-0.43441,-0.4065,0.67359,0.10633,-0.012098,0.40997,1.2604,-0.10576,0.37636,-0.093768
226,1,12,0.038727,-0.32348,-0.011499,-0.88644,-0.069554,-0.67232,-0.029994,-0.99431,0.34507,0.62746,-0.07393,-0.09617,-0.52717
226,1,13,0.11012,0.64879,0.65763,-0.099209,0.50302,-1.7385,0.66679,-0.24258,0.16214,0.35424,-0.45294,-0.37163,0.11976
226,1,14,-0.31712,0.37427,-0.092472,-0.056083,0.35042,-0.40902,0.55313,-0.35601,-0.28212,-0.20937,-1.1325,-1.1808,-0.44649
