sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
203,3,1,-0.22525,-0.95965,0.15205,0.53164,-0.32118,-0.061556,0.099889,0.57326,0.067452,-0.81432,0.45567,0.023841,-0.33782
203,3,2,-0.33914,-0.7113,1.5634,0.67492,-0.16963,0.63753,-0.06924,-0.31462,-0.41258,-0.6918,0.05105,-0.34872,-0.70274
203,3,3,0.11357,0.44732,0.87303,0.36761,-0.20265,0.74403,-0.49891,-0.81258,-0.44554,-0.76412,0.28225,0.48606,0.36034
203,3,4,0.13865,0.93681,0.53733,0.33347,0.046457,-0.011121,0.37152,-0.27574,0.36284,-0.22746,0.32543,0.17606,-0.22564
203,3,5,0.2078,0.46077,0.081198,0.0069159,0.3376,-0.15418,-0.38635,0.65925,0.47503,0.7537,-0.57981,-0.0141,-0.018495
203,3,6,0.29944,0.29571,-0.63877,0.43812,0.54886,-0.040713,-0.6002,0.91796,0.64739,0.47844,-0.43075,-0.29693,0.45865
203,3,7,1.132,0.57451,-0.37269,-0.42492,0.20068,-1.2188,-0.63398,-0.67323,0.64056,-0.67855,-0.47428,-0.12374,0.72261
203,3,8,0.6203,0.67812,-0.59044,-0.85424,0.54495,-0.25076,-0.11877,-0.52072,-0.23447,-0.56055,-0.33598,0.30073,0.89575
203,3,9,0.31875,0.221,0.46444,-0.054905,-0.35103,0.18632,0.0076584,0.52871,-0.5811,0.84052,-1.5413,0.15513,-1.2998
203,3,10,0.098822,-0.59565,-0.02617,-0.22123,0.22258,0.34148,0.23386,-0.283,-0.37053,-0.4417,-1.1282,0.22672,-0.23868
203,3,11,0.50977,-1.2048,0.26973,-0.018447,0.82352,-0.30307,-0.61474,0.83388,-0.55415,-0.53353,-0.34358,-0.60296,-0.90174
203,3,12,-0.77871,-2.1095,0.1741,-0.013946,-0.19203,-0.046707,-0.0094218,0.60622,-0.0076458,-0.57097,0.54676,-0.22233,-0.93502
203,3,13,-1.3051,-1.8294,0.57492,0.045833,-0.23212,0.5208,-0.026613,-0.10854,-0.44096,0.47206,0.67104,0.11808,-0.47818
203,3,14,-0.33523,0.20667,0.42609,-0.041876,0.70507,0.61839,0.30515,0.17218,0.3548,0.34827,0.75941,0.24686,-0.68717
203,3,15,0.72134,0.51083,-0.21567,0.28788,0.8038,-0.10225,-0.37177,0.35951,0.35058,-0.20822,0.6844,-0.16757,-1.155
203,3,16,0.18472,0.12549,0.22694,0.22062,0.72236,-0.46251,-0.064089,0.13447,0.14044,-0.65665,0.44649,0.015379,-1.3896
203,3,17,0.48384,0.47015,-0.09997,0.11893,-0.62829,-0.17971,-0.5517,0.1171,-0.27734,-0.090679,-0.078219,-1.1159,0.26357
