sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
219,2,1,-0.13236,0.037629,-0.17744,-0.25514,-0.38494,-0.12652,0.22796,-0.014348,-0.16379,0.98512,-0.32744,-0.06131,-0.33315
219,2,2,-0.84877,-1.2178,-0.29852,-0.39299,0.36867,0.53629,0.43836,1.1618,0.088914,0.63882,-0.55535,-0.17319,0.16524
219,2,3,-0.93833,-2.3046,-0.85456,-0.36177,0.22858,0.18721,-0.19666,-0.43402,0.73582,0.73579,-0.047725,0.0028617,0.47624
219,2,4,-0.44553,-1.0548,-0.23844,0.16293,0.37589,0.53465,-0.082852,-0.038279,0.095891,-0.22056,-0.49966,-0.085471,0.13449
219,2,5,-0.59358,0.61824,1.8595,1.6585,0.74418,-0.29739,-0.26911,0.13736,0.26169,-0.98222,0.19688,0.35686,0.60351
219,2,6,0.31298,0.95816,1.5501,2.4622,0.57647,-0.71889,0.49746,1.0429,0.91841,-0.58979,-1.1226,-0.69577,-0.79619
219,2,7,1.6773,2.8736,1.3693,2.241,0.9982,-1.4985,0.91138,1.0613,0.28273,-0.46373,-1.3901,-1.0354,-0.26387
219,2,8,1.8259,2.2498,0.89149,1.048,0.37037,-0.89347,0.86017,1.0382,0.39881,0.42996,-1.1944,-0.92317,-0.24083
219,2,9,-0.35228,0.48487,-0.51198,-0.84539,-0.0087718,-0.31632,-0.041,0.55315,0.3066,0.099745,-0.31827,0.72202,-0.66729
219,2,10,-0.14747,0.47253,-0.19065,0.43905,-1.1018,0.3611,0.59461,0.7003,0.191,-0.67346,-0.045436,-0.22049,-0.86232
219,2,11,-0.16115,-0.45034,-0.4811,0.21548,-0.94136,-0.21224,0.91959,0.040584,0.09824,-0.93959,-0.12464,-0.004261,-0.46292
219,2,12,-0.040106,-0.85051,-1.0189,-0.57495,-0.58289,0.46579,0.51854,0.05348,0.48286,-0.34819,-0.44269,-0.13173,-0.30924
219,2,13,-0.0021689,-0.011985,-0.99727,-1.2218,-0.49459,0.75685,0.46087,1.059,0.88564,0.15857,-1.1355,0.36086,-0.94554
219,2,14,-0.4768,0.091341,-0.62425,-0.67111,-0.66237,0.19751,0.40774,1.406,0.13443,-0.32797,-0.51065,0.45982,-0.18988
219,2,15,-0.54005,0.31516,-0.62683,-0.64753,-0.19493,-0.10118,-0.45517,0.87431,0.54892,0.23994,0.19609,-0.017518,0.64565
219,2,16,-0.4855,0.53691,-0.38499,-0.64661,0.23032,0.31861,-0.68376,-0.11041,0.31401,0.89646,1.1904,-0.43809,1.1829
219,2,17,0.73862,1.2326,-0.14665,0.057375,0.10496,0.56027,0.62482,-0.26572,0.11988,-0.57671,1.7679,0.9503,0.048741
219,2,18,0.60079,1.1967,0.15129,0.1068,0.058251,0.48123,0.67416,-0.90996,0.62351,-1.1928,2.7568,1.3861,-0.0076039
219,2,19,-0.14405,0.46301,0.34385,0.6199,-0.62682,0.67654,-0.51058,-1.2266,-0.053718,-0.15249,2.8268,1.4204,1.4848
219,2,20,-0.55526,0.14007,0.54223,1.0993,-0.38387,1.6223,-0.52616,0.66177,-0.40693,-0.19139,-2.2908,-1.4571,0.52634
219,2,21,-0.77902,-1.0375,0.60791,0.82123,0.51432,1.0292,0.81763,2.2114,-0.12464,0.21944,-2.6829,-2.3505,-2.3499
219,2,22,0.88343,0.1775,0.29939,-0.62655,1.338,-0.0086157,0.24524,2.3271,-0.13489,0.98758,-3.7624,-1.9192,-2.9225
219,2,23,0.44599,1.0985,0.46909,-0.76125,1.4281,0.43365,-0.27497,0.016114,-0.30421,1.8883,-0.71512,-1.0296,-1.9313
219,2,24,0.46642,-1.9272,-1.0352,-1.1641,0.62841,-0.2824,-0.9993,0.074743,0.38991,0.027811,1.2347,-1.4926,0.17875
