sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
237,2,1,-0.094437,1.3941,1.2281,1.5155,0.19709,-0.90552,-0.33439,-0.29465,1.3048,-0.040646,-0.41696,-1.199,-0.57203
237,2,2,-0.61704,0.50378,-0.75891,0.79841,-0.35187,-0.14469,-0.5266,-0.0061563,0.4751,0.12786,-0.35608,-0.0037193,0.26798
237,2,3,-0.32979,-0.14273,-0.44999,0.78175,-0.68492,-0.37952,-0.0032868,-0.35788,0.40018,-0.14372,-0.068944,-0.64933,-0.078776
237,2,4,0.27853,0.42869,-0.30779,0.78002,0.1809,-0.89234,1.0262,-0.28174,-0.3251,-0.87718,0.17894,-0.80779,-0.28605
237,2,5,-0.30906,0.28139,-1.0938,-0.055274,0.50861,-0.90715,0.74518,0.15098,0.96682,0.40791,-0.47832,-0.65706,-0.68673
237,2,6,-0.76389,0.16203,-0.58462,-0.80721,0.25698,-0.097937,0.075408,0.85537,0.83792,1.3941,-0.32109,-0.44807,0.18577
237,2,7,-0.53929,1.0078,-0.16187,-0.90369,0.62586,-1.2501,-0.116,0.088519,0.52621,0.62692,-0.52525,-0.68366,0.17385
237,2,8,0.45922,0.95904,0.97027,0.76369,0.95513,-1.7588,0.051902,-0.64995,0.81715,-0.96586,-0.59106,-1.0845,0.61396
237,2,9,0.7628,0.93525,-0.50679,0.90483,0.025686,0.075668,-0.52631,0.0074798,0.32295,-1.6498,-0.63493,-0.26748,-0.84031
237,2,10,0.31192,-0.416,-0.9021,0.39554,0.89503,0.15068,0.050338,-0.74534,-0.011687,-0.48715,-0.27922,0.45353,0.39094
237,2,11,-0.61352,-0.30932,0.048806,0.76323,0.15744,0.22268,0.17005,-0.064756,-0.11638,1.0068,-0.21239,0.95893,0.71001
237,2,12,-0.74482,0.11443,0.60231,0.60729,-1.1401,0.11097,-0.3642,1.1426,0.16831,0.89013,-0.58719,0.3582,0.34328
237,2,13,-0.38195,0.24435,0.086054,0.058216,-1.2032,-0.50167,-0.39817,-0.15438,0.19396,0.099624,-1.1495,0.36246,-0.82488
237,2,14,0.42818,0.30373,0.82181,1.0544,-0.90192,0.068671,-0.11872,0.11229,0.17588,-0.40385,1.1588,-0.20899,-0.36292
237,2,15,0.90229,-1.4116,1.0748,1.7082,-0.38987,-0.029518,0.032074,0.24126,-0.14242,-1.2741,1.2511,-0.38594,-0.048822
237,2,16,0.65008,-1.995,0.22827,1.5767,-0.78616,0.036405,-0.58026,0.072037,-0.31248,-1.3184,1.0854,0.09125,0.28528
237,2,17,-0.25116,1.6988,-0.7338,0.7325,0.71184,0.6825,0.9465,0.17882,0.00079275,-0.017222,-0.1258,-0.1046,0.39349
237,2,18,0.02166,0.96879,0.95471,-0.39057,0.46924,1.0987,-0.034346,-0.1934,-0.77494,0.30527,-0.14998,0.054507,-0.089981
237,2,19,-0.33506,0.029226,1.9385,0.63657,-0.56006,-0.12087,0.14257,0.31684,-0.98003,0.75624,1.0342,0.52672,-0.62444
237,2,20,0.29142,-0.078373,0.36243,0.96232,-0.77598,0.3138,0.10854,0.56391,-0.29117,0.05946,0.56579,0.52319,-0.48415
237,2,21,0.45454,-0.096542,-0.6701,-0.23287,-0.20678,0.41341,0.95188,0.010446,-0.12653,-0.00028726,-0.31474,0.19176,-0.37021
237,2,22,0.5605,0.41617,-0.32472,-0.32534,-0.24095,0.083831,0.24252,-0.11991,-0.3626,-0.40549,-0.4435,-0.20131,0.082103
237,2,23,0.15371,0.99479,0.19304,-0.21911,-0.040871,0.43441,0.1064,-0.8917,-0.35609,-0.11954,-0.15277,-0.098671,0.70287
237,2,24,0.68491,0.68042,0.5335,0.41285,0.19224,0.39268,0.59287,-0.27541,1.1894,0.3809,0.40807,0.020168,0.90662
237,2,25,0.36272,-0.38735,1.2749,1.4676,-0.11497,-0.6363,0.19931,0.66658,0.5454,-1.3152,1.1283,-0.22043,0.96088
237,2,26,-0.14788,-0.96309,0.70644,1.1583,0.1403,0.2097,0.49013,0.81335,1.1825,0.62912,0.91185,-2.1223,-1.1244
237,2,27,-0.57486,-0.1765,0.08913,0.70147,-0.51651,1.8293,-0.27709,-1.6991,1.3101,0.072264,0.90179,-1.4079,-1.1006
237,2,28,-0.13359,0.38379,-2.2874,-1.6382,-0.15229,0.17355,0.0080501,-1.7029,-0.7809,-0.0021232,-0.90428,0.12444,2.4666
237,2,29,0.11431,-0.72184,-1.8853,-0.9181,0.30932,0.95099,0.033266,-0.83822,-0.6339,1.0676,-0.79318,-0.17238,2.0839
237,2,30,-0.56494,-0.25122,0.14279,0.017041,0.51632,-1.2089,-1.2661,-0.56705,-0.35322,0.48964,-0.08333,0.078973,0.27783
237,2,31,0.59231,0.76619,0.57975,1.2068,0.22145,0.22696,-0.13578,0.69563,0.38908,0.20701,0.98738,0.48882,-0.76519
237,2,32,0.66583,-0.088217,-0.3095,2.1508,0.63914,0.49403,0.71926,1.839,0.99824,-0.78892,0.8048,0.45678,-0.25831
237,2,33,0.6442,-1.0777,-0.44333,-1.5545,0.36584,0.58631,0.17204,-0.17918,-0.027554,-0.15297,-0.74475,1.1619,-0.94827
237,2,34,-0.48582,-0.65282,-0.39374,-0.67867,0.8991,0.42396,-1.228,-0.52259,-0.30856,0.86596,0.77955,0.15578,0.89071
237,2,35,-0.10957,1.4935,-0.0084233,-0.75275,0.15398,-0.16043,0.12425,0.19828,0.32788,1.1034,0.043982,0.76793,0.39149
237,2,36,-0.12933,1.4562,-0.1548,0.7275,0.85816,-0.50225,1.1189,-0.0031814,-0.014613,0.93722,-0.21465,-0.95964,-0.1533
