sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
208,3,1,-1.2918,0.52974,0.53287,-1.2364,-0.050894,0.18905,0.36272,-0.54164,-0.51429,-0.36919,-0.0024286,-0.12715,-0.27009
208,3,2,-0.6377,0.44014,0.46631,-1.1538,0.37537,-0.35949,0.16944,0.15336,0.4698,0.3091,0.035999,-0.44252,-0.96758
208,3,3,0.35484,-0.13204,-0.50622,-0.56811,-0.36512,0.24641,0.055518,0.55815,0.469,0.766,-0.18372,-0.24041,-0.59645
208,3,4,0.13355,-0.46846,-0.85375,0.25105,-0.53358,0.23914,-0.26011,0.59257,0.12438,-0.2737,0.72387,-0.11966,-0.14074
208,3,5,1.1019,0.10044,0.58611,0.68708,-0.040373,-0.58817,-0.75901,-0.091132,0.2754,-0.52968,1.6641,0.45874,0.11252
208,3,6,1.5835,0.82295,1.4125,-0.34177,-0.040038,-0.97123,-0.40333,-0.026568,0.70665,0.39529,0.75423,-0.41583,0.65744
208,3,7,0.44707,0.84156,0.52532,-0.74971,0.39298,-0.84662,-0.39315,-0.20715,0.046143,-0.35627,1.5126,0.77503,0.077083
208,3,8,-0.41911,0.2938,-0.36088,0.49268,0.68086,-1.2568,0.049827,0.86219,-0.58755,-0.50788,-0.039592,0.85581,0.96658
208,3,9,-0.081999,0.047568,-0.19385,1.5021,0.025557,-0.46669,0.91942,1.1123,-0.51738,-0.61588,-1.9048,-0.23651,-1.0338
208,3,10,0.76299,-0.57582,-0.49476,-0.091626,-0.52921,-0.097935,1.3392,-0.35809,0.048462,1.7437,-1.2014,0.51557,-1.5726
208,3,11,0.36904,-0.51838,-1.0357,-0.18856,-0.060575,0.45907,-0.03983,0.16811,-0.25951,0.42798,-0.16495,-0.37794,-1.4512
208,3,12,-0.54426,-0.76581,-0.77446,0.85262,-0.31912,0.52745,-0.15807,-1.2956,-0.21654,0.55809,0.68983,-0.51443,-1.296
208,3,13,-0.32282,-0.5222,0.60005,1.7231,0.030562,-0.245,-1.2635,-0.48968,0.43104,1.6122,-0.97023,0.27861,-0.2359
208,3,14,-0.20588,-0.16872,1.3183,2.4199,0.42113,-0.075337,-0.88516,0.2463,-0.23103,0.13066,0.92934,0.1956,0.26133
208,3,15,0.46169,0.32355,0.20551,0.56025,1.1959,-0.066221,0.059522,1.2041,-0.66953,-1.0125,1.4228,-0.43987,0.32776
208,3,16,0.3425,0.0035734,-0.35946,-0.75663,0.39752,0.85744,0.16036,0.51604,-0.81286,0.1099,0.13154,-0.68788,0.20399
208,3,17,0.41346,-0.34361,0.25548,-0.039457,0.38457,1.3818,0.34137,-0.23828,0.66769,-0.35448,-0.96164,-0.57633,-0.60871
208,3,18,0.011024,0.33845,0.064145,0.85134,0.59146,0.71728,0.94951,-0.33067,-0.41218,0.54478,0.4245,-0.71394,-0.46831
208,3,19,0.28405,0.27101,-0.18641,0.43963,0.23813,-0.48256,0.55118,-0.084531,-0.78029,0.55586,1.7145,-0.73502,-0.00094763
208,3,20,1.0052,0.0074128,0.10939,-0.57076,-0.60517,-0.14599,-0.46823,-0.055437,-0.2739,0.33645,1.1727,-1.3864,0.30603
208,3,21,0.85473,-0.24952,-0.025702,-0.37056,0.27956,-0.4704,-0.051953,0.2115,0.45943,0.1668,0.33703,-0.4904,0.50476
208,3,22,0.020019,-0.060187,-0.3986,-0.4211,-0.85034,-0.30521,0.62433,1.0656,-0.58496,-0.095569,-0.0028256,-0.74527,0.34431
208,3,23,-0.039795,0.017335,-0.20438,0.10247,-0.91884,8.5505e-05,0.59905,0.42283,-0.41691,0.41649,0.2195,0.64991,-0.055789
208,3,24,0.41714,-0.1137,-0.26304,-0.0099541,0.1838,-0.54171,-0.6469,-1.0659,0.4883,-1.646,-0.10354,0.24675,-0.62958
208,3,25,0.62396,-0.70497,0.19604,1.2844,0.21175,-0.50651,-0.68622,-0.91388,-0.47816,-0.40314,0.59699,0.34683,1.3831
208,3,26,0.12265,0.40716,-0.78575,0.45066,-1.2127,-1.249,-0.93426,-0.59008,-1.0275,-0.3574,0.70165,0.28351,1.5065
