sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
219,1,1,0.6534,0.047117,-0.66722,-0.62005,-1.1501,-0.15703,-1.0162,-0.0022231,0.57958,0.75827,0.99467,-1.3078,-1.0674
219,1,2,-0.1651,-0.19918,-0.76873,-1.9381,-0.91705,-0.32559,-0.95811,0.015689,0.82712,0.21496,1.1067,-1.415,-0.8842
219,1,3,-0.65816,-0.071158,-1.4438,-2.6543,-1.2033,0.3696,-0.0064814,0.20345,1.0752,0.4202,-0.60847,-0.61461,0.38741
219,1,4,-0.094844,-0.047323,-0.23,-0.95029,-0.79097,0.027978,0.30958,-0.98039,0.61679,1.3196,-0.40309,0.4175,1.4759
219,1,5,-0.4509,0.071221,0.71781,0.67989,-0.30984,0.22652,0.3448,-0.21623,0.32283,0.99282,-0.25938,-0.45122,-0.01975
219,1,6,0.081812,-0.1372,0.6759,1.2863,0.9169,-0.2111,0.29557,0.29201,-0.029964,0.54896,0.3117,-0.18245,0.2463
219,1,7,0.82456,-0.16286,0.86711,1.2614,1.0807,-1.0132,-0.88567,0.27729,0.2312,-0.08591,0.60461,0.74433,0.12515
219,1,8,-0.7019,-1.0075,-0.36188,-0.44336,-0.48063,-0.61216,-0.88992,0.41738,0.14185,0.012896,1.0428,0.37804,-0.94593
219,1,9,0.58756,-0.28992,-0.37606,-0.38852,-0.48751,0.52914,-0.49221,-0.50487,0.24391,1.0998,-0.24725,-0.60095,-0.48003
219,1,10,-0.2601,-0.66439,-1.3241,-1.0349,-0.19353,-0.16191,-0.14897,-0.24892,1.5255,0.34318,1.1449,-0.51023,-0.53491
219,1,11,0.32851,-0.41398,-1.0066,-0.87782,-0.6024,-0.54556,-0.17755,-0.7597,1.2066,-1.0867,1.8549,-0.00011176,0.059036
219,1,12,1.1788,0.17422,0.23311,-0.16225,-1.2545,0.31777,-0.22105,-0.29518,0.1403,-0.69988,-0.54798,-0.65679,-1.5699
