sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
225,3,1,0.44806,-0.78818,1.4106,0.97676,0.17522,-0.32091,-0.14435,-0.87378,0.10868,-0.46416,1.7328,0.34415,0.33432
225,3,2,0.32263,-0.015513,1.0003,-0.21564,0.48197,0.31725,0.22601,-0.99518,0.48246,-0.73249,1.0915,-0.43554,-0.095844
225,3,3,0.50511,-0.18395,1.3057,0.78558,1.2263,0.29776,-0.011722,-0.41053,-0.0080156,-0.79876,0.6073,-0.77401,-0.45942
225,3,4,1.3123,-0.056147,1.2978,1.1918,1.3627,-0.23934,-0.48135,0.24248,0.77095,-0.16161,-0.76238,-0.62317,-0.33442
225,3,5,1.3941,0.69343,0.97961,0.42509,0.23063,-0.33044,-0.56403,0.47235,-0.81512,-0.1549,0.02318,0.032471,-0.47257
225,3,6,0.8808,0.9811,1.1482,0.78214,0.099199,-0.63371,0.24091,-0.081399,-0.19046,-0.48563,-0.7352,0.40943,-0.023526
225,3,7,-0.051839,0.99661,0.60068,0.1693,0.86969,-0.85154,0.14148,-0.18983,1.4021,-0.49128,-0.54161,0.51452,0.082828
225,3,8,-0.16484,1.9349,-0.098741,0.12206,0.47999,-0.77856,-0.11402,0.073349,1.5729,-0.86092,0.78412,0.016057,0.72026
225,3,9,-1.2564,-1.9372,0.94412,0.27985,-0.15293,0.77158,-0.012292,1.4002,-0.088884,-0.98578,-0.95654,-0.50825,-1.0851
225,3,10,0.35894,-0.025344,0.68287,0.76886,-0.6943,1.4021,0.68862,1.0567,0.32615,0.31458,1.0642,0.31137,0.7942
225,3,11,0.099974,0.70693,0.18383,1.0578,0.38338,-0.056947,0.72145,-1.4001,0.69598,0.49166,0.68622,0.42121,0.28876
225,3,12,-0.26556,-0.10482,-0.28431,0.31007,0.728,-0.78755,-0.2712,-0.74153,-0.17506,0.38577,0.074491,-0.45255,0.63624
225,3,13,-0.26045,0.032328,0.90458,0.79599,0.93639,0.46939,0.81322,0.15387,-0.025314,-0.045363,0.20608,-0.86055,0.16928
225,3,14,-0.12589,0.48618,1.2324,0.12388,0.3684,0.84609,0.54173,0.15006,0.61322,0.57956,-0.060213,-0.27594,0.51365
225,3,15,0.54338,-0.6255,1.0022,-1.4797,-0.87658,-0.096871,0.13983,0.20116,-0.44916,1.3996,-0.47548,0.71798,-0.14561
225,3,16,1.2898,-0.92541,0.93204,-1.0242,-1.0718,-0.57489,-0.24262,0.2492,-0.38653,1.0293,-0.26684,0.64262,-0.50117
225,3,17,0.049956,-0.77996,0.96726,0.18359,0.44573,0.15365,-0.96056,-0.1715,0.26547,-0.21337,-0.9189,-0.18893,-0.66665
225,3,18,0.25145,-1.4688,0.79378,-0.23708,0.014039,-0.60152,0.11775,1.233,0.034253,-1.253,0.09032,1.042,0.18824
225,3,19,-0.22267,-1.7891,0.15483,-0.36611,-0.033166,-0.19061,0.26485,0.26414,-0.067447,-0.061704,0.99434,0.10991,0.44573
225,3,20,-0.00056413,-1.8532,0.021817,-0.72482,0.44689,0.85016,-0.5269,-0.26355,-0.1782,-0.75124,-0.23648,-0.36226,-0.030148
225,3,21,0.44822,-0.91766,-0.24543,-0.45611,0.76186,1.3587,-0.51354,-0.15003,-0.5743,0.58496,-0.37616,-0.2659,-0.61445
225,3,22,0.46008,-0.61805,-0.1322,-0.57468,0.19422,0.98419,0.24204,0.28799,-0.26976,-0.24207,0.54498,-0.035532,-0.88452
225,3,23,0.93705,-0.85833,1.1626,-0.33237,0.27347,0.25129,0.82048,0.74272,0.27067,0.16761,0.33107,0.0025381,-0.48822
225,3,24,-0.45635,-0.31785,0.19911,-0.94221,0.56089,-0.39156,1.1173,0.74436,0.3174,0.22743,0.54202,-0.29594,-1.3369
225,3,25,0.97492,0.018538,-0.52684,0.1934,0.28334,-0.026719,0.56294,-0.33306,0.44813,0.24307,-0.92085,-0.32285,-0.57532
225,3,26,0.45999,0.41487,0.019148,0.11537,-0.13981,1.092,0.27389,-0.19922,0.32474,-0.11926,-0.46234,-0.5588,-0.44923
225,3,27,0.5198,0.33616,0.83958,0.10664,-0.14384,0.62194,1.0694,0.053824,-0.22095,-0.33777,-0.31207,-0.045561,-0.99987
225,3,28,0.73178,-0.17617,1.2297,0.22027,-0.26182,1.0243,0.45623,-0.19797,-0.85258,-0.56406,0.72691,0.057951,-0.63017
225,3,29,0.40188,-0.17089,1.1774,0.55875,0.55763,0.68216,-0.082892,0.30497,-0.066929,-1.1106,0.437,0.66875,0.75335
225,3,30,0.072387,-0.9983,0.90654,0.80314,1.1908,-0.19649,-0.10907,0.41423,0.3728,-0.37013,-0.4271,-0.096866,0.035346
225,3,31,-0.30689,-0.76142,0.78528,0.37356,0.38884,-0.47926,0.0093828,-0.090998,-0.077873,0.080899,-0.16627,-0.22469,-0.14981
225,3,32,-0.46312,-0.59074,-9.5832e-05,-1.1401,0.45186,-0.31365,-0.25817,0.11668,0.33667,1.0343,0.20233,-0.27271,-0.33488
225,3,33,0.70893,0.17611,-0.050016,-0.93754,0.16575,-0.074411,0.31466,0.41166,0.1221,-0.15349,-0.53178,0.36519,0.23161
225,3,34,0.33777,-0.31825,0.64731,-0.74951,-0.59713,-0.66354,0.56544,-0.085256,0.32228,0.54232,0.079824,0.073898,0.88037
225,3,35,-0.53256,-0.69921,0.88165,-0.023031,-0.40813,-0.30158,0.031425,-0.34216,0.13756,0.96865,0.48542,-0.12343,0.87671
225,3,36,-0.75151,-0.32406,0.63154,0.18527,-0.24448,-0.59955,0.33422,-0.47416,0.14829,0.5104,0.045514,-0.35097,-0.080718
225,3,37,-0.3858,-0.016906,0.74916,0.11274,-0.49706,-0.92772,0.30234,-0.39523,0.58572,0.65546,0.054722,0.019436,-0.92664
225,3,38,-0.79258,0.050937,-0.1688,-0.07042,-1.3362,0.69421,-0.53478,-0.31033,-0.0012276,0.90243,-0.068095,-0.038873,-1.4323
225,3,39,-0.36236,-0.50141,-0.94059,-0.82921,-0.87177,0.35049,-0.72142,0.10489,0.30827,-0.26748,-0.56333,0.35931,-1.0889
225,3,40,0.46965,-0.23613,-0.46231,-0.50719,0.011283,-0.47723,0.14106,-0.029747,-0.31971,0.099036,0.0033476,0.40899,-0.36309
225,3,41,1.1175,-0.14076,0.12109,0.081602,-0.47121,1.2483,-0.022886,0.92578,-0.58351,0.051893,-0.30915,0.43214,1.0749
225,3,42,-0.45278,-0.039684,-0.56106,-0.080665,-0.78508,0.89996,-0.16375,0.20384,-0.26536,-0.17079,1.2211,0.751,0.75983
225,3,43,-0.92514,-0.20066,-0.049655,0.39298,-0.88328,0.24725,-0.38995,-0.36061,-0.54205,0.59631,-0.19219,0.099421,0.044917
225,3,44,-0.78763,-0.043327,0.49519,-0.077796,-1.423,0.12391,-0.024792,-0.23036,-0.97803,0.45312,0.83619,0.38843,-0.30582
225,3,45,-0.12299,-0.32362,-0.16869,-0.51764,-1.3337,0.5168,-0.20828,-0.57431,-0.095949,-0.26588,0.80614,-0.085023,-0.18498
225,3,46,-0.31476,-0.15853,0.106,0.11736,-0.75108,0.59825,0.081614,-0.15805,-0.2112,-0.40569,0.44696,-0.028522,-0.38427
225,3,47,-0.099767,-0.46418,0.67361,0.15299,0.034994,0.66156,0.76474,-0.12073,-0.22302,0.13282,-0.26955,-0.1141,0.054646
225,3,48,0.20628,-0.15948,0.98071,0.025377,0.99039,0.27521,1.1217,0.41924,0.60182,-0.1844,-0.77825,0.31039,0.6302
225,3,49,0.68583,0.024896,1.1137,-0.11716,0.69426,0.80841,0.085174,0.84479,0.30321,-0.67381,-0.041364,0.82365,-1.1497
225,3,50,0.26673,0.40771,0.65869,-0.24677,0.57974,-0.89802,0.19557,-0.36572,0.47978,-0.12246,0.62313,0.26364,-0.072664
225,3,51,0.60311,0.7626,1.0937,-0.3956,0.80837,-0.26029,1.381,-0.95887,0.71728,-0.094962,0.60384,-1.0082,0.39371
225,3,52,0.65507,-0.11342,1.0232,0.044814,1.0997,0.3232,1.1529,-0.27823,0.14135,0.15587,0.31211,0.1105,-0.19781
225,3,53,0.49076,-0.38148,0.79902,0.81194,0.86198,0.74746,0.64519,-0.050172,0.34322,0.75468,-0.95085,-0.32379,-0.23397
225,3,54,0.21406,-0.026885,0.023365,-0.27739,0.35318,0.54301,0.073195,-0.015629,-0.4237,0.68308,-0.91165,-0.22308,-0.29718
225,3,55,-0.19189,0.42339,0.42385,-0.58212,-0.84312,-0.002835,-0.39776,0.058987,-0.036415,0.4699,0.54144,0.1781,0.24085
225,3,56,0.2072,0.32226,0.38185,-0.6132,-1.3027,0.10126,-0.23737,0.1626,0.488,-1.1533,0.51091,0.24315,-0.33108
225,3,57,-0.2234,-0.94571,-0.25456,-0.62826,0.49069,0.85246,0.26081,-0.1727,0.73241,1.4044,-0.57238,-0.37022,-1.7151
225,3,58,-0.26169,-0.77986,-0.85257,-1.0262,-0.029096,0.6683,0.57616,-0.089741,-0.049243,0.75904,-0.58049,-0.14755,-1.1885
225,3,59,-0.67107,0.01687,0.12068,-0.02259,0.23283,0.058984,0.73152,0.3331,-0.39417,1.0692,-0.54047,-0.57505,-1.1543
225,3,60,-1.2976,0.43397,0.98119,0.77973,0.61007,0.12552,0.9191,-0.21669,-0.015617,0.53703,-0.060294,-0.53073,-0.073579
225,3,61,-0.55841,0.85696,0.96638,0.68761,0.60454,0.21149,0.20892,-0.65722,-0.020128,0.3172,0.073349,0.3006,-0.33379
225,3,62,-0.13497,0.42486,0.46984,0.062936,0.14387,-0.54837,-0.2568,-0.66642,-0.30934,0.037842,0.11379,-0.18139,0.71362
225,3,63,0.23231,-0.25863,0.85295,0.40045,0.061562,0.28164,-0.13117,-1.0916,-0.95442,0.46887,-0.65526,0.22062,-0.49856
225,3,64,0.21274,-0.27943,0.1714,-0.56737,-0.30646,-0.11318,0.10105,-0.73711,-1.0909,-0.3681,0.66703,0.67598,1.1265
