sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
235,3,1,-0.58274,-0.42122,-0.37752,0.31812,0.070616,0.067456,0.27538,0.045314,0.45567,0.27674,-0.24848,-0.041,0.034286
235,3,2,-0.62078,1.0204,0.99572,0.048875,-0.26872,0.83304,-0.49363,-0.99708,-0.20957,-0.42743,-0.073656,0.094105,-0.1414
235,3,3,-0.66695,1.19,0.40327,-0.68362,-0.29329,0.26865,-0.80213,-1.0709,0.43001,-0.66827,-0.59816,0.66847,-0.46849
235,3,4,0.15197,-0.1009,0.56646,-0.65636,-0.33536,-0.33431,-0.19474,-0.20595,-0.94197,-0.36989,1.2193,0.062474,0.57724
235,3,5,0.94753,-0.72834,0.55013,-0.63767,-0.14617,0.66326,0.64056,0.47539,-0.28109,-0.30745,0.80389,-0.23703,0.25123
235,3,6,0.83289,0.12384,0.53352,0.14816,0.45441,0.32545,0.60079,-0.088569,0.029651,0.41566,0.67709,-0.86761,-0.32084
235,3,7,0.084638,1.1004,0.26545,0.057531,0.45522,0.50826,0.37213,-0.3736,0.16919,0.72306,0.14018,-0.95693,-0.26458
235,3,8,-0.28609,-0.048311,0.12242,0.46673,0.58505,0.072317,0.57673,-0.40637,0.45045,0.12413,-0.81591,-0.89218,0.67501
235,3,9,-0.39985,0.4006,-1.0155,-0.3627,-0.77335,0.63954,-0.20948,0.11623,0.56917,-0.52357,0.22295,0.85505,0.77941
235,3,10,-0.39862,0.33353,-1.0015,0.42349,-1.3418,1.0846,-0.065785,0.077424,-0.09801,-0.6974,-0.15702,1.2981,1.1269
235,3,11,0.19602,0.39698,-0.48896,0.11511,-1.0717,0.568,0.37182,-0.80559,-0.038971,-0.4029,-0.56957,1.2228,0.59614
235,3,12,-0.19269,-0.093588,0.42206,-0.27889,0.2279,-0.18964,0.066579,-1.0324,0.20095,-0.19628,0.22225,-0.33455,-0.84056
235,3,13,-0.17628,-0.29643,0.0056397,-0.32756,0.54127,-1.1374,-0.37922,-0.88414,0.13225,0.64822,0.60527,-0.61901,-0.88879
235,3,14,-0.35524,-0.31264,0.41926,-0.23629,0.092259,0.20954,0.093907,0.81792,0.15711,0.65101,0.9105,0.053276,-0.18923
235,3,15,-0.58881,-0.19,0.23048,-0.88879,0.25901,0.13028,0.27429,0.81914,0.32204,-0.11999,0.942,0.69285,-0.32773
235,3,16,-0.35507,-0.53649,-0.52277,-0.54889,-0.10068,-0.91779,-0.62239,0.71634,0.19532,-0.96036,0.67164,0.57162,0.54164
235,3,17,-0.15065,0.31457,-1.3124,0.72215,0.43166,1.0278,0.032183,-0.49904,0.098027,-1.1343,1.4597,0.10833,-0.20308
235,3,18,0.14505,0.63016,-0.61097,0.68631,-0.40825,0.46926,-0.11435,0.32692,0.029318,-0.38429,0.97543,0.33629,0.13397
235,3,19,0.31541,0.55272,0.10345,0.45224,-0.13089,0.24546,-0.11439,0.042756,0.30776,-0.2522,-0.0082292,0.4869,0.58902
235,3,20,-0.12131,0.46727,0.85812,0.63687,0.94591,0.18311,-0.28634,-0.2917,-0.53969,-0.93672,0.41554,0.27161,0.16803
235,3,21,-0.11647,0.004871,1.7516,0.57885,1.5196,0.36282,-0.32273,-0.39136,-0.75324,-0.91837,0.77744,0.31133,-0.42653
235,3,22,0.3224,-0.46313,0.67395,0.51476,0.72403,-0.042307,0.2489,-0.48733,-0.84692,-0.33649,0.28778,-0.40261,-0.47835
235,3,23,-0.31528,-0.62291,0.31527,-0.025546,-0.23908,-0.63278,0.40562,-0.1188,-0.48576,-0.37611,0.14226,-1.0398,-0.73624
235,3,24,-0.52642,-0.35623,0.046248,-1.2792,-0.46075,0.051469,0.26493,-1.2963,-0.17235,-0.096006,-0.67269,-1.0096,-0.78282
235,3,25,-0.25339,-0.33445,-0.46408,-0.12472,-0.82508,0.30684,0.13593,-0.26653,-0.23657,-0.06834,-0.4018,0.81998,0.18902
235,3,26,-0.85284,-0.90139,0.042045,-0.2731,-0.63786,0.17138,0.57375,-1.2105,-0.83188,-0.51243,0.23156,-0.077901,0.62175
235,3,27,-0.46604,-0.12375,0.063832,-0.12146,-0.12097,0.1795,-0.78811,-0.25801,-0.29475,-0.14331,0.32953,-0.40223,0.25746
235,3,28,-0.067475,0.79194,-0.30409,0.67572,-0.32072,0.1941,-0.58813,0.099283,0.62474,-0.76185,0.27142,-0.23285,0.81064
235,3,29,0.33193,0.34594,0.043967,1.6632,-0.34501,-0.055766,-0.95493,-0.0039481,0.62056,-0.80882,0.63468,0.29746,0.50242
