sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
228,3,1,0.78478,1.2286,-0.95252,0.85741,-0.51909,-0.50103,-0.92862,-1.6251,-1.5375,-0.18928,-0.89664,0.5572,-0.038958
228,3,2,-0.31401,0.55384,0.23519,1.1315,-0.45977,0.2776,-0.50417,0.54793,-1.4516,0.46176,0.1264,0.087254,0.89639
228,3,3,-1.4154,-1.1139,0.51379,0.381,0.55349,-0.23012,0.079349,0.51241,-0.052237,-0.70044,-0.65407,-0.55062,0.25298
228,3,4,-0.55255,-0.53393,0.31171,-1.3447,1.5095,0.27419,0.49295,1.0463,0.17783,-1.2352,-1.567,-1.2946,-0.7369
228,3,5,-0.15084,-0.3734,0.52111,-1.3065,0.96554,-1.2747,0.288,0.11283,0.24976,-1.1918,-1.5358,-1.1923,-0.46664
228,3,6,0.081043,0.32089,-0.51533,-0.59362,-0.013346,-1.034,0.58677,-0.12179,0.47249,0.075065,-1.1356,-0.87343,-0.39287
228,3,7,0.2704,-0.83686,-0.085292,0.035017,0.053268,-0.21629,-0.16265,-0.58602,0.1385,0.774,-0.10118,0.037916,-0.74252
228,3,8,0.4301,-0.35292,0.34421,1.8332,-0.11735,-0.6299,0.11938,-0.71041,-0.17945,1.5042,0.78794,0.47861,-0.039261
228,3,9,-0.0767,0.13802,0.22966,0.89805,-0.3137,0.11178,-0.32249,0.88702,0.31044,-1.2297,-0.97211,-0.70915,0.40695
228,3,10,-0.084057,-0.82747,0.65926,-0.0071649,-0.39961,-0.2236,-0.013751,0.88713,0.2938,0.0094925,-0.84997,0.079568,-0.087798
228,3,11,-0.17482,-1.2548,0.96488,0.53779,-0.25609,-0.65975,0.54212,-0.23689,0.89458,0.087352,-1.3588,-0.26868,-0.85448
228,3,12,-0.22396,0.16169,0.23721,0.76956,-0.30433,-0.24503,0.49608,0.14438,0.87276,0.29736,-0.73876,-0.48086,-0.014568
228,3,13,0.043784,0.38594,-0.77199,0.33676,0.12421,0.48018,0.22529,0.0068381,1.0043,0.26153,-0.044829,-0.38497,0.6621
228,3,14,0.27123,0.24905,0.25858,0.54949,-0.24866,0.11187,0.28244,0.3939,0.56621,-0.172,-0.53242,-0.33758,0.40274
228,3,15,-0.081156,0.44701,1.0547,0.43465,0.1314,-0.60044,0.3376,0.55938,0.50173,0.16371,0.080622,-0.003822,-0.036484
228,3,16,-0.5074,-0.2439,0.59006,0.058805,0.19086,-0.50007,0.28646,-0.22294,-0.12548,0.63905,0.063322,-0.073774,-0.55752
228,3,17,-0.018921,-0.60259,0.7237,0.57499,-0.25921,-0.19098,0.23209,-0.1915,0.15309,-0.18568,-0.14385,-0.45634,-0.4969
228,3,18,0.11613,-0.68973,-0.08423,1.1802,0.34287,-0.1543,-0.0235,0.082099,-0.10417,-0.31095,0.022161,-0.69051,-0.44536
228,3,19,0.77487,-0.86001,-0.6216,0.58595,0.036955,-0.44592,-0.67556,-0.23864,0.11101,0.30322,-0.081664,-0.57114,-1.2506
228,3,20,0.96232,-1.8177,0.27947,0.15045,0.89001,0.090407,0.042908,-0.16792,-0.15254,-0.66185,-0.1454,-0.21308,-1.7776
228,3,21,0.60618,-2.1706,0.79019,0.37124,1.7149,-0.019153,-0.21704,0.46664,-0.22738,-0.28648,-0.19056,0.17928,-1.1033
228,3,22,0.7434,-1.6153,0.24396,-0.0080102,0.58977,-0.22652,-0.41358,0.22988,-0.31076,-0.44442,0.47311,0.26488,0.585
228,3,23,-0.19389,-0.80477,0.49172,0.21786,-0.41556,-1.1263,-0.39119,-0.30039,-0.3353,0.69815,0.53827,0.16039,0.1967
228,3,24,-0.69503,0.1419,0.034067,0.81997,0.02888,-0.74358,-0.3151,-0.43997,-0.1869,0.53699,0.41282,0.13731,-0.90107
228,3,25,-0.35405,-0.17097,0.012336,1.0305,-0.18226,0.45362,-0.37594,0.68315,0.30118,0.23525,-0.74608,-0.65413,-0.10099
228,3,26,-0.68835,-0.27107,-0.3272,0.97324,-0.75553,-0.11906,-0.92729,-0.67561,0.5363,-0.16276,-0.3222,-0.31391,0.7372
228,3,27,-0.47924,0.050083,-0.30005,0.73227,-0.11799,-0.35196,-0.70201,-1.0968,0.99058,-0.23849,0.52326,0.078898,0.46
228,3,28,-1.0122,0.038,0.14101,0.51423,-1.0144,0.43212,0.14041,-0.39167,0.76521,-0.057692,0.14171,0.22647,-0.17326
228,3,29,-0.53624,-0.74231,0.82424,0.4547,-0.99897,0.96082,-0.0011208,-0.27071,-0.25139,-0.023394,-0.013459,0.24808,-0.24634
228,3,30,-0.77031,-0.50021,0.49701,0.63543,-0.41473,0.46823,-0.63068,-0.52988,-0.23394,-0.82979,-0.19414,0.26519,-0.097049
228,3,31,-0.84714,0.054586,0.23082,1.0852,0.3249,0.28097,-0.72291,0.49351,0.1507,-0.21696,0.39137,-0.01248,0.10049
228,3,32,-0.43491,-1.3098,0.86858,0.56567,1.129,0.6277,-0.92865,1.399,-0.12352,-0.078699,0.45581,-0.001707,-0.1125
228,3,33,0.91115,-0.0099332,-0.2865,0.83577,0.44161,0.62741,0.053835,-0.12941,-0.52562,0.14735,-0.24608,0.247,0.51765
228,3,34,1.2864,-0.47599,-0.34622,0.5194,0.33504,-0.00073829,-0.232,0.15887,0.053081,0.38816,-0.50351,0.14642,0.49749
228,3,35,0.95887,-0.58358,-0.24975,0.47967,0.41398,-0.53686,-0.3959,0.25008,0.51797,0.36732,-0.25323,0.2453,0.022746
228,3,36,0.0056404,-0.87734,-0.50232,0.47763,0.34452,-0.0091599,-0.57701,0.51537,0.88536,0.58116,-0.77697,-0.44206,-1.3942
228,3,37,-0.46872,-0.71286,-0.24307,-0.28363,-0.25832,-0.86733,0.77285,-0.5631,0.20962,-0.0015916,-0.057941,-0.4254,-1.1865
228,3,38,-0.58204,-1.0181,-0.16798,0.096507,0.2137,-1.1833,1.4411,-0.85168,0.6957,0.77502,0.04076,-0.19172,-0.042252
228,3,39,0.63634,0.33702,-0.047978,1.1781,0.68842,-0.35565,0.32179,-0.3195,0.17052,-0.15617,-0.089876,0.047229,0.015498
228,3,40,0.47235,0.16515,-0.19736,2.4702,0.50288,0.46844,-0.18652,0.63108,0.38227,0.07131,-0.28051,0.12193,0.73878
228,3,41,-0.19511,-0.069055,-0.16233,0.67625,0.16766,0.64561,-0.2576,-0.5909,-0.20822,-0.34992,-0.5054,-0.059101,0.32526
228,3,42,0.70532,-0.37619,-0.26856,0.35169,-0.42931,1.1253,0.06233,-0.82878,-0.85329,-0.32633,0.12182,0.042079,0.34508
228,3,43,0.64086,-0.36463,0.16171,0.047865,-0.73027,1.1165,0.20525,-0.47426,-0.60141,-0.015192,0.37605,0.63118,0.16411
228,3,44,-0.012103,-1.0889,-0.28908,-0.30718,-0.60044,0.40463,0.051069,-0.32503,-0.011306,0.56132,0.881,0.99668,0.33916
228,3,45,0.0082164,-0.495,-0.86986,-0.24058,-0.24295,-0.68142,0.14487,-0.075202,0.060062,-0.68248,0.86085,0.52267,0.66822
228,3,46,0.54965,-0.19199,-0.91593,0.12778,0.060339,0.077573,0.39358,-0.073643,-0.22645,-0.54011,-0.28624,-0.55274,0.39133
228,3,47,0.45857,-0.36296,0.067847,0.48977,-0.30812,0.73335,-0.10764,-0.046577,-0.33789,0.92613,-0.47405,-0.33958,-0.95103
228,3,48,0.7796,-0.45372,0.63257,0.97496,-0.46073,1.1957,-0.20147,0.64717,0.54806,1.2325,-0.30947,0.21907,-1.3882
228,3,49,0.16379,-1.0999,-0.011944,-0.3017,0.40282,0.080421,-0.27428,-0.17774,-0.8874,0.065355,1.1601,0.68882,0.12887
228,3,50,0.25065,-1.3544,0.74927,0.19116,0.98492,0.05869,-0.87768,0.52882,-0.84173,0.30586,1.2051,0.29025,0.063545
228,3,51,-0.14573,-1.1498,0.59761,0.028857,0.17445,-0.37133,-0.73843,0.68162,-0.43933,0.8901,1.1744,0.57506,0.46942
228,3,52,-0.079106,-0.97184,-0.0052279,0.65056,0.7036,-0.24205,-0.26803,0.39511,-0.19824,1.0685,0.41968,0.67798,-0.070204
228,3,53,-0.47888,-1.4767,-0.19489,0.69738,1.0538,0.94003,0.28134,-0.6239,-0.74645,0.1538,-0.53876,0.4421,-0.28026
228,3,54,-0.3125,-1.3595,-0.48679,0.76876,0.95915,0.8728,0.96851,-0.31641,-0.74877,0.10296,-0.48653,0.19843,-0.43532
228,3,55,0.36857,-1.793,0.67798,1.8397,-0.13297,1.122,0.40764,0.090524,-0.51519,-0.28122,-0.33001,-0.0418,-0.9266
228,3,56,0.83635,-1.4223,0.86552,1.7744,-0.11424,0.61569,-0.0053606,0.44746,0.78329,0.0027634,-0.58251,-0.31289,-1.1218
228,3,57,0.59667,-0.78406,0.60135,0.54581,-0.15046,0.18826,0.42981,0.010379,-0.465,-0.13654,-0.12327,0.26707,0.34299
228,3,58,0.80239,0.40122,0.58376,-0.41403,0.68266,0.34933,0.5387,-0.088125,0.11527,0.63524,-0.020347,-0.6129,-0.057344
228,3,59,-0.32002,0.72393,-0.17703,-0.58078,0.15582,0.1416,0.41458,-0.27488,1.0762,0.23883,-0.73098,-0.011842,0.21357
228,3,60,-0.79077,-0.084154,0.099046,0.87826,0.27429,-0.85215,-0.20024,0.24269,1.321,-0.81019,0.93252,0.010192,0.11038
228,3,61,0.049492,-0.40898,0.21889,1.4534,0.040255,-0.38483,0.50054,0.87943,0.22715,-0.8885,0.29667,0.51597,-0.27566
228,3,62,0.14657,-0.084667,0.27203,0.6213,-0.0053085,-0.29693,0.5751,0.79231,-0.066323,-1.1787,-0.21244,0.10936,0.94934
228,3,63,0.1309,-0.44161,0.053327,0.43997,-0.12228,-0.14847,-0.087168,0.50017,-0.2702,-0.58183,0.067702,-0.27703,0.99573
228,3,64,-0.13377,-0.065758,-0.39804,0.49271,0.25081,-0.04328,0.087747,-0.75618,0.22334,-1.3527,0.28456,-0.10766,0.26995
