sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
214,3,1,0.12041,-0.13644,0.38069,-0.22544,0.14934,0.26419,0.052066,-0.49097,0.44815,-1.0572,-0.23051,-0.021952,0.075799
214,3,2,0.1616,0.059141,0.66693,0.6602,0.30503,1.2374,0.12237,0.83411,0.29444,-0.98826,-0.72719,-0.40547,0.34779
214,3,3,0.12457,0.56574,0.61506,1.2067,0.08616,0.66202,0.40934,-0.64812,0.46232,-0.21296,0.65749,-0.2687,1.2915
214,3,4,0.6364,-0.0039844,0.35899,1.6073,-0.088618,0.56399,0.35661,0.52738,0.64319,0.63175,0.63211,-0.48305,0.13409
214,3,5,0.24978,0.012239,1.2317,1.637,-0.72081,-0.033909,0.21356,0.36035,0.67448,-0.19705,0.61095,-0.30445,-0.55309
214,3,6,0.4182,0.076515,1.2155,1.8574,-0.20999,-0.42704,0.61802,0.1543,0.026522,0.11418,0.43294,0.2143,-1.4524
214,3,7,0.32692,0.39506,1.2018,2.6929,-0.1454,0.39084,0.051281,-0.69201,-0.26607,-0.28783,0.20143,0.64279,-1.0246
214,3,8,0.12679,0.024259,0.97045,1.3888,0.63538,-0.47538,-0.62579,-0.21148,-1.4832,-0.7362,0.72644,0.30388,-0.78537
214,3,9,-0.30451,0.12598,0.13343,1.4526,-0.69715,0.42879,0.41426,-0.87516,-0.47366,0.3176,-0.83608,-0.1376,-0.32541
214,3,10,0.089459,-0.43035,-0.22902,0.23028,-0.69034,0.24144,0.62247,-1.0081,-0.4562,-0.90425,-0.4203,-0.18248,-0.18262
214,3,11,0.42647,-1.1735,-0.07982,0.20229,0.095158,0.62287,0.46798,0.094309,0.098433,-0.40545,0.25249,0.18271,0.59929
214,3,12,-0.28284,-0.80875,0.01534,-0.14245,0.72567,-0.33558,0.35618,0.50283,0.0079478,0.048424,0.57462,0.31574,0.81529
214,3,13,-0.67815,-0.093212,0.48505,-0.47538,0.32334,-0.51359,-0.23226,1.0667,-0.73728,0.51256,-0.076159,0.086122,0.51205
