sub,run,trial,act_IFG,act_SMA,act_lVLPFC,act_rVLPFC,act_thalamus,conn_leftVS_LPFC,conn_leftVS_dACC,conn_leftVS_visual,conn_rFPN_VLPFC,conn_rFPN_precun,conn_rightVS_dACC,conn_rightVS_dPrecun,conn_rightVS_vPrecun
234,2,1,0.13621,0.6471,-0.044651,0.64582,0.64058,-0.23142,-0.34817,-0.017377,-0.93785,0.57967,0.38362,-0.068158,0.12608
234,2,2,-0.45105,0.75048,-0.072555,0.77034,0.87979,0.40403,0.020131,0.88165,0.084053,-0.75708,-0.21595,0.068567,-1.1492
234,2,3,-0.62219,0.33882,0.19106,1.2876,0.80177,0.39267,-0.30342,-0.88165,-0.40199,0.28662,-0.58903,-0.32779,-0.707
234,2,4,-0.56374,-0.1038,0.64321,1.2269,-0.16025,0.75884,0.033366,-0.84951,0.4801,0.5116,-0.59572,-0.14329,-0.12002
234,2,5,-0.018377,-0.41392,0.16083,1.1819,0.22534,-0.97213,-0.32111,-0.39784,-0.44086,0.88337,0.35318,-0.51473,-0.44598
234,2,6,-0.20414,-0.49714,0.53226,0.77506,0.39323,-1.4309,-0.12675,-0.51825,-0.76869,0.60304,-0.54629,0.071043,-0.508
234,2,7,0.69169,0.38894,0.96437,1.1553,0.96234,0.015759,-0.27542,0.13891,-1.1196,0.52323,-2.542,-1.8833,-3.1092
234,2,8,1.4847,0.90918,0.18982,0.41923,1.1463,0.60568,0.047743,-0.93892,-0.5169,-0.025466,-1.4851,0.39501,-1.3623
234,2,9,-0.30946,0.49769,-0.045938,0.58762,0.56518,0.45753,-0.82644,0.48875,-0.16408,0.4074,0.59638,0.43375,1.1652
234,2,10,-0.815,-0.40118,-0.18557,0.040561,-0.090894,-0.81812,-0.1762,-0.7626,-0.53473,-0.99881,0.23368,0.076017,-0.60462
234,2,11,-1.087,-0.98174,-0.54417,-0.12743,-0.27567,-1.3835,-0.16738,-1.0652,-0.24225,-1.7112,0.28597,0.0066864,0.15543
234,2,12,-1.7153,-0.85201,-1.107,0.30927,-0.22291,-1.4348,-0.12444,-0.97138,-0.18012,0.034733,-0.0053036,0.11722,0.52345
234,2,13,-0.68751,0.20328,-1.3252,1.3117,-0.2946,0.059656,0.72869,-0.54264,0.45241,1.0993,-0.15899,0.65462,0.25918
234,2,14,-0.051057,0.53616,-0.77874,0.78995,-0.57309,-0.24962,0.08482,-0.26024,0.67213,1.3259,-0.14446,1.076,-0.19868
234,2,15,-0.17985,1.486,-0.11665,0.18638,-0.67865,-1.0289,-0.6174,-0.43029,0.10272,0.30473,0.58446,0.33432,-0.08824
234,2,16,0.045004,1.142,0.26276,-0.69716,-0.22991,-0.91951,-0.30707,-0.2618,-0.19978,-0.7133,0.55382,-0.20796,-0.69231
234,2,17,-0.52334,-1.0906,-0.26795,0.47776,-0.018338,-0.02887,0.44388,0.019602,-0.71711,0.22243,0.55982,0.29658,1.3077
234,2,18,-0.8172,-0.82736,-0.70805,0.24902,-0.88946,-0.26636,0.49775,0.33638,-0.23175,0.58556,0.41753,-0.24225,-0.015048
234,2,19,-0.7557,-0.68823,0.072341,0.50466,-0.79282,-0.26773,-0.1684,0.15204,0.44937,0.090885,0.11094,0.099506,0.075457
234,2,20,-0.85668,-0.19625,0.15777,0.3329,-0.53261,-0.81009,-0.033302,-0.94455,0.85768,0.0011904,-0.082571,0.28448,0.48881
234,2,21,-0.98101,-0.81328,-0.40412,-0.41228,-0.30338,-0.9047,0.1908,-1.3112,0.56237,0.32076,-0.45458,0.0098518,-0.40654
234,2,22,-0.55779,-1.1936,-0.6804,-0.62537,0.25049,-0.45757,0.54985,-1.2932,-0.51319,-0.15175,-0.52298,-0.28325,-1.0579
234,2,23,-0.37435,-0.27797,-0.10913,-0.28758,0.59434,-0.45609,0.18844,0.13358,-1.8128,-0.18593,-1.5573,-1.1543,-0.84353
234,2,24,-0.63232,0.69954,0.12771,0.32833,0.76508,-0.78954,0.1482,-0.10265,-0.48532,-0.042527,-0.74174,-1.2095,-1.4073
234,2,25,-1.3456,0.43299,0.044844,0.42398,0.3212,-0.47338,0.51489,1.2422,0.77105,-0.70504,-0.3577,-0.17285,-0.078819
234,2,26,-0.92478,0.61793,-0.24555,-0.15109,0.30787,0.24482,0.19261,1.9513,0.18983,-0.41162,-0.22623,-0.50448,-0.15989
234,2,27,-1.0179,0.26827,-0.25852,0.14134,0.847,0.7715,-0.24665,1.5028,-0.28282,0.40524,-1.0346,0.53925,0.24319
234,2,28,-0.4191,-0.21065,-0.010333,-0.30563,0.8832,0.69416,-0.27359,0.82005,-0.23825,0.41322,-0.69134,1.0138,0.81506
234,2,29,-0.87523,-0.70536,-0.07353,0.30881,0.2286,0.096617,-0.16555,-0.21078,-0.02669,0.087563,-0.82543,0.019614,0.63869
234,2,30,-0.85377,-0.64999,-0.91759,-0.18412,-0.83959,0.19333,0.074319,-0.24876,0.25015,-0.8171,-0.24477,0.17375,-0.76013
234,2,31,-0.79472,-0.31683,-1.1669,-0.069829,-1.2173,0.32595,0.60435,0.10176,-0.2862,0.63975,-0.40414,0.33439,-1.056
234,2,32,-0.50189,0.26049,-0.69346,0.68487,-0.52305,0.24116,0.8206,-0.49996,-0.39457,0.73134,-0.27645,-0.26847,-0.53909
234,2,33,-0.59976,-0.69684,-1.4963,0.20239,-0.56137,-0.099686,0.54853,0.049953,-0.014087,0.14755,-0.3016,0.27529,0.90201
234,2,34,0.11201,-0.1744,-1.173,-0.018446,-0.47417,0.51585,0.081991,-0.77681,0.36032,0.013626,0.58676,0.50136,-0.49031
234,2,35,1.2244,0.90894,-0.55318,0.51496,-0.39806,-0.8992,-0.33976,-0.87532,-0.37733,-0.62472,0.20264,-0.12861,0.10685
234,2,36,0.67402,1.5533,-0.39438,1.1124,0.010474,-1.0005,-0.20004,-0.79104,-0.23839,-0.087223,-0.058645,0.93109,1.188
234,2,37,-0.057782,0.3859,0.15589,0.49394,0.62981,-0.58484,-0.63195,1.1005,0.16239,-0.31173,0.52687,1.6065,1.6043
234,2,38,-0.59781,-0.22457,0.8062,0.70527,0.09905,0.0064377,-0.48743,1.0188,0.051303,0.16324,0.3011,0.50197,0.40001
234,2,39,-0.60643,0.044536,0.68541,1.1195,0.1499,0.91244,0.30175,-0.64653,-0.47068,0.075452,0.11167,0.56338,0.17442
234,2,40,-0.76416,-0.23027,0.4201,1.0688,1.2919,-0.54316,-0.21301,-0.066181,-0.36394,-0.55536,0.287,0.6878,-0.18192
234,2,41,0.074975,0.64734,-0.37376,-0.23176,0.13334,-0.48732,0.537,-0.36874,0.029285,0.026195,0.54306,0.5918,0.73332
234,2,42,-0.73943,0.1892,-0.83181,-0.43151,-1.0513,0.84222,0.48533,-0.84027,-0.54361,-0.6482,-1.0302,0.2537,0.29637
234,2,43,-1.165,-0.62258,-0.084809,-0.38355,-1.3355,1.1069,0.62499,-0.57992,0.2665,0.35459,-0.35933,-0.489,0.95071
234,2,44,-0.79936,-0.87145,0.19747,-0.61658,-0.83662,0.28377,-0.054282,0.0052387,0.60683,1.2292,-0.24972,-0.72938,0.84902
234,2,45,-1.3065,-0.67149,0.015656,0.18736,-0.48708,-0.61368,-0.517,-1.312,-0.28541,-0.010628,0.33327,0.0078735,-0.23702
234,2,46,-1.8067,-1.0572,-0.32327,0.13718,-0.17043,-0.011906,0.77634,-1.2115,-0.095632,-0.83556,0.40775,0.52319,0.010579
234,2,47,-1.1633,-1.0687,0.39042,-0.89681,0.18634,0.26765,1.0669,-0.49136,0.054474,0.4878,0.19499,0.3171,-0.020265
234,2,48,-0.86547,-0.16248,0.7495,-1.0354,0.44293,-0.0088688,0.51049,0.32483,-0.56832,-0.41625,0.75999,0.078336,0.068638
234,2,49,0.43938,0.028256,0.61557,1.1555,0.78147,0.072283,0.82976,-0.13944,-0.69451,-0.034397,-0.19524,-0.036924,-0.0091208
234,2,50,0.61019,0.20272,0.12859,-0.017055,1.108,0.65824,0.34032,-0.52739,-0.67112,-0.047178,-0.2702,-0.12906,-0.53369
234,2,51,-0.13814,-0.15944,-0.17103,0.25742,1.0621,0.81089,0.45908,-1.0157,-0.61308,0.24997,-0.14665,-0.0021774,0.0082622
234,2,52,-0.31017,-0.67602,-0.27959,0.44371,1.6633,-0.049179,0.38151,-1.029,0.18919,1.2106,-0.52952,-0.10323,0.52405
234,2,53,-0.29765,-0.3197,-0.58248,0.95108,0.7349,-0.036925,0.50304,-0.51608,0.28867,0.64143,-0.62448,0.4118,0.16577
234,2,54,-0.69076,-0.2621,-0.62688,0.75632,-0.029545,0.078504,-0.23835,-0.19449,-0.12522,-0.065087,-0.55456,0.63764,-0.25846
234,2,55,-0.71439,-0.33168,-0.55812,0.40529,-0.86391,0.68164,0.18145,0.5173,0.64734,0.70302,-1.2483,0.24749,0.13517
234,2,56,-0.66683,-0.5504,-0.1391,0.31244,-0.94357,0.1216,-0.2086,0.48085,0.79765,0.84712,-0.49812,-0.36979,0.058281
234,2,57,-1.1445,-0.11174,-0.89339,-0.63022,-0.25139,0.1719,-0.6299,0.51655,1.0441,-1.2337,0.218,0.80542,1.7274
234,2,58,-1.3145,-0.80436,-0.71841,-0.17409,0.080343,-0.037363,-0.091615,-0.28444,-0.49319,-1.0961,-0.22757,0.17555,1.5253
234,2,59,-0.98679,-0.10758,-1.0269,0.11544,0.20114,0.60438,0.4545,0.36674,-0.99257,-0.29711,0.32257,0.065201,1.0447
234,2,60,-1.2623,0.21679,-0.57484,0.45342,0.60274,0.65169,-0.055607,0.30094,-1.1643,0.23058,0.51887,0.22993,0.3497
234,2,61,-1.5412,0.18923,-0.50716,0.59968,0.3687,0.56743,-0.14865,0.55929,-0.46586,-0.69553,0.29656,-0.2389,-0.92578
234,2,62,-2.0869,0.27132,-0.4142,0.55948,-0.21595,0.014567,-0.089751,0.050585,-0.088049,-1.3002,0.37962,-0.30693,-0.59567
234,2,63,-1.062,-0.20636,0.15739,0.54235,0.24825,0.63459,-1.1005,-0.48351,1.6826,0.051383,-0.37136,0.12829,-0.13226
234,2,64,-0.21192,-0.18302,0.42914,0.45162,0.55178,0.21771,-0.64002,-0.48201,1.6199,-0.18633,-1.1375,0.1913,-0.37999
