Sub	tsnr	fd_mean
sub-189	1.6096123245680545	-1.3193186639845376
sub-203	1.4517946612768298	-0.3398705631543681
sub-207	-1.730711962271891	-0.129669322936389
sub-208	0.28054064412129853	-0.46313052071493166
sub-210	0.5243382334160926	-0.15679377473068082
sub-211	1.2429205249901751	-0.861371152920407
sub-212	-0.4453211846538056	2.113164725755108
sub-213	1.1235383330320776	-0.2646181288272744
sub-214	-0.8918529158570323	-0.7099768258093864
sub-215	0.9995374374007089	-0.8935875279857485
sub-217	-0.8366095506672994	1.4669237141639382
sub-219	1.3484654704721866	-0.7200454973977436
sub-220	-0.9541108335992069	-1.402384179562106
sub-221	-1.7459863863911937	1.0851462917234886
sub-222	-0.685993375118704	2.026210754356384
sub-225	-0.1685617439446033	0.08605974516113503
sub-226	-0.6813995477668325	-0.04074195178475781
sub-227	-0.35819839898458317	0.9790827735649485
sub-228	-0.4767980233319714	0.18840176486223487
sub-230	-0.09590132597798164	1.1732868264999898
sub-231	0.6814767731330965	-1.1725702292380282
sub-233	0.7778825727380951	0.030897673608777692
sub-234	0.15076263745013044	0.4407519437324157
sub-235	-2.032636030581011	-0.5080453537392917
sub-236	0.7893662082557211	-1.5431041763922926
sub-237	0.5582248620785468	-0.3573703582182102
sub-238	-0.4343794037868968	1.2926720139677335
