Sub	tsnr	fd_mean
sub-189	1.0327037134072974	-1.3522165913065187
sub-203	1.8074647150384233	-1.8148698258968263
sub-207	-1.9630455777118487	-0.8889593313915265
sub-208	0.7520105460903327	-1.0418827451565327
sub-209	-0.7944673259689397	1.9741824248348965
sub-210	1.2673771134047611	-0.7914782681606451
sub-211	1.2736798516671908	-0.8070869848883794
sub-213	0.2676163149835765	0.7953922424357368
sub-214	-1.1563155964681073	-0.19395744144604737
sub-215	0.689072504155235	0.3399434171591153
sub-216	-0.48661306132387994	-1.386456597503743
sub-217	-0.9406042484810612	1.053207857884605
sub-219	0.7866613469448641	-0.1593068470319179
sub-220	-1.362263564040529	1.252495458504822
sub-221	-1.7978605363853055	0.38163285419992854
sub-222	0.5830495510912626	0.3736105249751666
sub-225	0.12477619485812483	0.33317311151996526
sub-226	-0.1960040232954251	-0.30645943070852777
sub-227	-0.20991527074019822	0.7903146230263085
sub-228	-0.3850983936730109	0.21713270727284453
sub-230	0.41759845202825174	0.21736857946547275
sub-231	0.9760374169548276	-1.1418652157253166
sub-232	0.40253279628886324	0.6186835386262773
sub-233	0.05257596795454116	1.8541207087928324
sub-234	0.17961027965207388	1.09352571997021
sub-235	-2.110223377455485	0.17744591558090766
sub-236	0.41358539631494007	-1.6866233813222415
sub-237	0.3760588147092162	0.09893297628912709
