subjects,stim_reward_outcome,stim_punish_outcome,stim_reward_guess,stim_punish_guess
189,-0.0419852456753631,-0.0168759668036612,-0.0122169835968476,-0.0147035638852275
203,0.0292219836368312,0.010238860468459,0.0509283404230951,-0.00507699314690725
207,-0.0608965373486615,-0.0247486750440937,-0.0524792965778215,-0.0356330313325954
208,-0.108316476571265,0.00425132395710659,-0.156056813321375,-0.00450478033913883
209,0.0514869486523766,-0.0609322048518721,0.0669225788151522,-0.0350645922940253
210,0.00855200001073357,-0.026716701826762,-0.0357869967104215,-0.0244590134105504
211,-0.0109116105035822,0.0279721014225344,-0.00495720130432767,0.0102034960628451
213,-0.0487618168855263,0.168472686793901,-0.0552251686020237,0.138387308594813
214,0.0455957402942151,0.0432059079358198,0.0596993697131138,0.0489907281785813
215,-0.0117207108979442,-0.0487820055868739,-0.0201172887872568,-0.0492689245563041
216,-0.114387128834041,-0.0140801704115529,-0.0174094937924435,0.0719298641795713
217,0.0148606074264623,-0.186239747573601,0.0115972903159817,-0.192176699877242
219,-0.0243022727406406,0.0180190639343433,-0.0179748120477598,0.00286323345305748
220,0.0950972509147002,-0.0466035402140282,0.0923665546929847,0.00485016978392105
221,-0.0315913400460664,0.100258196783757,-0.0393509324686649,0.10839405733852
222,0.0287010050501148,-0.0759970529421596,0.00135510385573492,-0.0327446122964417
225,-0.0647771829546016,-0.065551981561048,-0.0876373938660598,-0.0712023591554939
226,0.0495941073399851,0.0873194172665118,0.0237780674749802,0.0821016337136737
227,-0.0801456531494552,0.0316586043204636,-0.0982580380632108,-0.002495739165773
228,0.0139578171680745,-0.0269425941528015,0.0168873011433152,-0.0199739726237011
230,0.0949241623543478,-0.0859026334669902,0.105144515532151,-0.0883320151767509
231,-0.0120690787479423,0.0310114409396544,-0.0389968710717156,0.0390729774585647
232,-0.0178513946745312,0.0973657493288402,-0.0151116385206689,0.0654854060235483
233,0.153523471515195,-0.0212131997378135,0.196395932833854,-0.00739618902791353
234,0.0319191552154918,-0.0130502141031894,0.0243467285459695,-0.00968217292001951
235,0.0302744217327603,-0.0291208891708494,0.0179655987936616,-0.0524413910072549
236,-0.0939909249478988,0.167062791869116,-0.0640753721314503,0.117177648655022
237,0.0739987026662316,-0.0440785675732099,0.0482669187220545,-0.0443004732267785
