ROIs,stim_reward_guess,stim_punish_guess,stim_reward_guess_beta,stim_reward_guess_t,stim_reward_guess_p,stim_punish_guess_beta,stim_punish_guess_t,stim_punish_guess_p
rVLPFC,-0.0130012534142184,0.366071907982608,12.4308057639947,0.202757480986998,0.841033688008149,86.0198671724753,1.42538117398921,0.166923814996353
thalamus,-0.090615082871626,-0.0441795954489633,1.99886439997978,0.0527614294713571,0.958358709839511,-9.19394212208663,-0.184242738341487,0.855370952765819
IFG,0.164949848911626,-0.0239022398112765,53.3763313237293,1.32489489951972,0.197682998307399,-20.2823027842874,-0.554351794113164,0.584467359131287
lVLPFC,-0.0976923030709104,0.196104365190207,-5.7044762325535,-0.110064969298498,0.913273046348046,15.8866168408621,0.31649112184437,0.754366152178812
SMA,-0.100728747133731,0.140946041885054,-43.2569839602816,-0.682056857211169,0.501733045765367,18.0319298389703,0.401930212565235,0.691292394268691
rightVS,0.168571947259016,0.0706407974810942,29.933246771621,0.920276979431637,0.366586164201472,16.7371127967026,0.400397844769968,0.692405406150353
rightVS_vPrecun,0.0850348001462868,-0.424369914620034,54.5584786761606,0.737770596066459,0.467806667856133,-218.583573481339,-2.55813058242755,0.0172583118779527
rightVS_dPrecun,0.19218313005074,-0.33937469754165,96.3897240889194,0.780662313978473,0.442633460872409,-105.76624379691,-1.42571907408722,0.166827218398012
rightVS_dACC,0.436433922457246,0.135712791003435,213.215494353127,3.19495229631183,0.00388789727656296,-4.63317455234141,-0.0602253978128607,0.952474822418514
leftVS_dACC,-0.0646144293540492,0.165974028034697,-3.90302494400644,-0.0741478756221951,0.941507277837587,57.2503365220529,1.12106630874878,0.273352147660629
leftVS_LPFC,0.0414113119275906,0.413907399830587,-6.3643625138855,-0.0910048518148761,0.928244037040259,99.7404344265457,2.28689208296216,0.0313189308991962
leftVS_visual,0.195173475213086,-0.013468785912815,27.6437559578506,0.471212232947368,0.641744396116258,10.4586524337914,0.14766734161614,0.883838891482091
