onset	duration	trial_type	offset	trial	block	blockCntr	frequency	amplitude_1	amplitude_2	amplitude_3	amplitude_4	amplitude_5	amplitude_6	amplitude_7	amplitude_8	transition	sham	mode	rewardFraction	guess	outcome	correct	word	when	answer	runNr	scanNr	subjectNr	target	reactionTime	outcomeEyeClosed	outcomePupilArea	outcomeDilation	guessEyeClosed	guessPupilArea	guessDilation	nrBlinks	trialInBlock	isReward	isPanas	isPunish	beforePanasReward	beforePanasVLPFC
20.2618254482895	2.50498688441515	punish_rtpj	22.7668123327047	1	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	1	-1	n/a	n/a	n/a	3	11	222	RTPJ	1327.67524266243	0.935081148564295	4254.5	-4.70454545454545	0.953881629515757	3670.96666666667	2.84210526315789	19	1	0	0	1	0	0
23.7676081890333	2.51892970899492	punish_rtpj	26.2865378980283	2	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	8	-1	n/a	n/a	n/a	3	11	222	RTPJ	890.26174399443	0.920099875156055	4530.546875	7.36363636363636	0.865488086087625	4198.33142857143	6.16197183098592	8	2	0	0	1	0	0
27.2752118434124	2.51406183278375	punish_rtpj	29.7892736761961	3	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	4	-1	n/a	n/a	n/a	3	11	222	RTPJ	808.983550069854	1	n/a	n/a	0.907763259031514	3587.19166666667	-8.94	7	3	0	0	1	0	0
30.7733427975699	2.51881228757091	punish_rtpj	33.2921550851408	4	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	2	-1	n/a	n/a	n/a	3	11	222	RTPJ	795.049540909007	0.983770287141074	3744.61538461538	-20.3333333333333	0.904688700999231	3490.70967741935	2.51401869158878	3	4	0	0	1	0	0
34.2928818285577	2.51885283851252	punish_rtpj	36.8117346670702	5	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	6	1	n/a	n/a	n/a	3	11	222	RTPJ	545.958851724863	1	n/a	n/a	1	n/a	n/a	0	5	0	0	1	0	0
37.8124430744089	2.51895827096514	punish_rtpj	40.3314013453741	6	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	4	1	n/a	n/a	n/a	3	11	222	RTPJ	491.348368212581	1	n/a	n/a	1	n/a	n/a	0	6	0	0	1	0	0
41.3153139048479	2.51874740605988	punish_rtpj	43.8340613109078	7	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	7	-1	n/a	n/a	n/a	3	11	222	RTPJ	890.057226195931	1	n/a	n/a	1	n/a	n/a	0	7	0	0	1	0	0
44.8348212003149	2.53540361763724	punish_rtpj	47.3702248179521	8	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	4	-1	n/a	n/a	n/a	3	11	222	RTPJ	701.700565489009	1	n/a	n/a	1	n/a	n/a	0	8	0	0	1	0	0
48.3711574896351	6.02181852289475	panas_none	54.3929760125298	9	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	scared	At this moment	5	3	11	222	NONE	n/a	0.993757802746567	2911	0	0.866256725595696	3214.88505747126	1.97972972972973	14	1	0	1	0	0	0
55.3825131640695	5.99906979663484	panas_none	61.3815829607043	10	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	interested	At this moment	4	3	11	222	NONE	n/a	1	n/a	n/a	0.953881629515757	2614.66666666667	-1.66666666666667	14	2	0	1	0	0	0
62.382758585427	6.00443697836995	panas_none	68.3871955637969	11	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	enthusiastic	At this moment	3	3	11	222	NONE	n/a	1	n/a	n/a	0.897770945426595	2876.72932330827	10.4454545454545	5	3	0	1	0	0	0
69.3715919136479	11.6263294097651	panas_none	80.997921323413	12	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	11	222	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	4	0	1	0	0	0
81.9983694994841	2.51869486614504	reward_vlpfc	84.5170643656291	13	2	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.75	-1	9	-1	n/a	n/a	n/a	3	11	222	VLPFC	624.153410915285	1	n/a	n/a	1	n/a	n/a	0	1	1	0	0	0	0
