onset	duration	trial_type	offset	trial	block	blockCntr	frequency	amplitude_1	amplitude_2	amplitude_3	amplitude_4	amplitude_5	amplitude_6	amplitude_7	amplitude_8	transition	sham	mode	rewardFraction	guess	outcome	correct	word	when	answer	runNr	scanNr	subjectNr	target	reactionTime	outcomeEyeClosed	outcomePupilArea	outcomeDilation	guessEyeClosed	guessPupilArea	guessDilation	nrBlinks	trialInBlock	isReward	isPanas	isPunish	beforePanasReward	beforePanasVLPFC
20.3712647759914	2.5127490310669	punish_rtpj	22.8840138070583	1	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	8	1	n/a	n/a	n/a	2	9	220	RTPJ	1301.44879597425	1	n/a	n/a	1	n/a	n/a	0	1	0	0	1	0	0
23.8717050178647	2.51519407492876	punish_rtpj	26.3868990927935	2	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	7	-1	n/a	n/a	n/a	2	9	220	RTPJ	504.487223088741	1	n/a	n/a	1	n/a	n/a	0	2	0	0	1	0	0
27.3923170475364	2.51425399893522	punish_rtpj	29.9065710464716	3	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	8	-1	n/a	n/a	n/a	2	9	220	RTPJ	386.024250805378	1	n/a	n/a	1	n/a	n/a	0	3	0	0	1	0	0
30.8932037020326	2.51592011260986	punish_rtpj	33.4091238146424	4	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	4	-1	n/a	n/a	n/a	2	9	220	RTPJ	472.664276182652	1	n/a	n/a	1	n/a	n/a	0	4	0	0	1	0	0
34.4154645671248	2.52989572072029	punish_rtpj	36.9453602878451	5	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	6	-1	n/a	n/a	n/a	2	9	220	RTPJ	854.628498971462	1	n/a	n/a	1	n/a	n/a	0	5	0	0	1	0	0
37.9511745836735	2.54737739610672	punish_rtpj	40.4985519797802	6	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	2	-1	n/a	n/a	n/a	2	9	220	RTPJ	435.316884279251	1	n/a	n/a	1	n/a	n/a	0	6	0	0	1	0	0
41.4872925776839	2.53048388522863	punish_rtpj	44.0177764629126	7	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	2	1	n/a	n/a	n/a	2	9	220	RTPJ	712.587814807892	1	n/a	n/a	1	n/a	n/a	0	7	0	0	1	0	0
45.0234303182364	2.51384531617165	punish_rtpj	47.537275634408	8	3	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	0	-1	n/a	n/a	n/a	2	9	220	RTPJ	1139.79063737392	1	n/a	n/a	1	n/a	n/a	0	8	0	0	1	0	0
48.5415687420964	6.01809804934263	panas_none	54.5596667914391	9	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	excited	At this moment	2	2	9	220	NONE	n/a	0.956304619225968	1299.57142857143	0	1	n/a	n/a	0	1	0	1	0	0	0
55.5494215148091	6.04916992276907	panas_none	61.5985914375782	10	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	ashamed	At this moment	1	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	2	0	1	0	0	0
62.6038556514382	6.06722072148322	panas_none	68.6710763729215	11	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	distressed	At this moment	3	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	3	0	1	0	0	0
69.6776741829514	10.9531488842964	panas_none	80.6308230672479	12	5	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	4	0	1	0	0	0
81.6194455385804	2.51425294107199	punish_vlpfc	84.1336984796524	13	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	1	6	1	n/a	n/a	n/a	2	9	220	VLPFC	853.043839752674	1	n/a	n/a	1	n/a	n/a	0	1	0	0	1	0	0
85.1225653142929	2.53075293177366	punish_vlpfc	87.6533182460666	14	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	-1	8	-1	n/a	n/a	n/a	2	9	220	VLPFC	101.457681953907	1	n/a	n/a	1	n/a	n/a	0	2	0	0	1	0	0
88.640917776525	2.51512425684929	punish_vlpfc	91.1560420333743	15	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	1	4	-1	n/a	n/a	n/a	2	9	220	VLPFC	836.616840720177	1	n/a	n/a	1	n/a	n/a	0	3	0	0	1	0	0
92.1618577396274	2.53040348863601	punish_vlpfc	94.6922612282634	16	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	-1	2	1	n/a	n/a	n/a	2	9	220	VLPFC	919.40100312233	1	n/a	n/a	1	n/a	n/a	0	4	0	0	1	0	0
95.6810578922629	2.51407804322243	punish_vlpfc	98.1951359354854	17	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	1	3	-1	n/a	n/a	n/a	2	9	220	VLPFC	669.073510348797	0.995006242197253	229.5	1.33333333333333	1	n/a	n/a	0	5	0	0	1	0	0
99.1831233442426	2.53170534932613	punish_vlpfc	101.714828693569	18	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	-1	6	-1	n/a	n/a	n/a	2	9	220	VLPFC	736.810109972954	1	n/a	n/a	0.996156802459646	209	0	0	6	0	0	1	0	0
102.700544193268	2.5338584265709	punish_vlpfc	105.234402619839	19	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	1	1	-1	n/a	n/a	n/a	2	9	220	VLPFC	654.782310366631	1	n/a	n/a	1	n/a	n/a	0	7	0	0	1	0	0
106.221867450714	2.54869794541597	punish_vlpfc	108.77056539613	20	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	-1	7	-1	n/a	n/a	n/a	2	9	220	VLPFC	736.089008867741	1	n/a	n/a	1	n/a	n/a	0	8	0	0	1	0	0
109.759595844924	6.03307544130087	panas_none	115.792671286225	21	5	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	alert	At this moment	3	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	1	0	1	0	0	1
116.780750727952	6.06780747550725	panas_none	122.848558203459	22	5	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	irritable	At this moment	4	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	2	0	1	0	0	1
123.836999429822	6.05042982202768	panas_none	129.88742925185	23	5	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	scared	At this moment	2	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	3	0	1	0	0	1
130.888284347236	9.695597687006	panas_none	140.583882034242	24	5	4	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	4	0	1	0	0	1
141.584849261701	2.54753959971669	punish_rtpj	144.132388861418	25	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	1	-1	n/a	n/a	n/a	2	9	220	RTPJ	552.388783812523	1	n/a	n/a	1	n/a	n/a	0	1	0	0	1	0	0
145.121165778816	2.53081922370197	punish_rtpj	147.651985002518	26	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	0	-1	n/a	n/a	n/a	2	9	220	RTPJ	556.597616136074	1	n/a	n/a	1	n/a	n/a	0	2	0	0	1	0	0
148.657820455372	2.51358332204819	punish_rtpj	151.171403777421	27	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	8	-1	n/a	n/a	n/a	2	9	220	RTPJ	535.328132688999	1	n/a	n/a	1	n/a	n/a	0	3	0	0	1	0	0
152.177386976659	2.51407310664652	punish_rtpj	154.691460083306	28	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	2	-1	n/a	n/a	n/a	2	9	220	RTPJ	718.477570593357	1	n/a	n/a	1	n/a	n/a	0	4	0	0	1	0	0
155.701851343155	2.52536001276968	punish_rtpj	158.227211355925	29	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	4	-1	n/a	n/a	n/a	2	9	220	RTPJ	1431.23217308521	1	n/a	n/a	1	n/a	n/a	0	5	0	0	1	0	0
159.231655383527	2.51502235060929	punish_rtpj	161.746677734137	30	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	-1	1	1	n/a	n/a	n/a	2	9	220	RTPJ	502.65467441082	1	n/a	n/a	1	n/a	n/a	0	6	0	0	1	0	0
162.753309395373	2.54614076954127	punish_rtpj	165.299450164914	31	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	6	1	n/a	n/a	n/a	2	9	220	RTPJ	884.787447929382	1	n/a	n/a	1	n/a	n/a	0	7	0	0	1	0	0
166.305565595329	2.51351773542166	punish_rtpj	168.81908333075	32	3	5	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.25	1	1	-1	n/a	n/a	n/a	2	9	220	RTPJ	1386.80459153652	1	n/a	n/a	1	n/a	n/a	0	8	0	0	1	0	0
169.824936767042	6.0498342525363	panas_none	175.874771019578	33	5	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	jittery	At this moment	5	2	9	220	NONE	n/a	1	n/a	n/a	1	n/a	n/a	0	1	0	1	0	0	0
