onset	duration	trial_type	offset	trial	block	blockCntr	frequency	amplitude_1	amplitude_2	amplitude_3	amplitude_4	amplitude_5	amplitude_6	amplitude_7	amplitude_8	transition	sham	mode	rewardFraction	guess	outcome	correct	word	when	answer	runNr	scanNr	subjectNr	target	reactionTime	outcomeEyeClosed	outcomePupilArea	outcomeDilation	guessEyeClosed	guessPupilArea	guessDilation	nrBlinks	trialInBlock	isReward	isPanas	isPunish	beforePanasReward	beforePanasVLPFC
20.4215694571733	2.54901591575146	reward_rtpj	22.9705853729248	1	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	-1	3	1	distressed	At this moment	5	1	6	232	RTPJ	1515.03701066971	0	1079.43196004994	-0.48375	0	1277.77401998463	-0.02	0	1	1	0	0	0	0
23.9818712412119	2.50821104562283	reward_rtpj	26.4900822868347	2	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	1	9	1	ashamed	At this moment	4	1	6	232	RTPJ	815.293081283569	0	1352.41947565543	-0.73875	0	1663.33666410453	0.406923076923077	0	2	1	0	0	0	0
27.4966924500465	2.5129738471508	reward_rtpj	30.0096662971973	3	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	-1	2	1	inspired	At this moment	3	1	6	232	RTPJ	619.009737849236	0	1195.58052434457	-0.92125	0	1459.7617217525	0.411538461538462	0	3	1	0	0	0	0
30.9959054083824	2.51659981036186	reward_rtpj	33.5125052187443	4	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	-1	3	1	active	At this moment	3	1	6	232	RTPJ	1470.28388512135	0	1081.27715355805	-0.6575	0	1312.91544965411	0.444615384615385	0	4	1	0	0	0	0
34.5142580792904	2.51776133167743	reward_rtpj	37.0320194109678	5	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	1	1	-1	irritable	At this moment	1	1	6	232	RTPJ	740.073471307755	0	1217.21847690387	-0.1925	0	1180.85472713297	0.396153846153846	0	5	1	0	0	0	0
38.01612342453	2.51876875925064	reward_rtpj	40.5348921837807	6	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	-1	2	1	hostile	At this moment	1	1	6	232	RTPJ	923.843485951424	0	1124.50312109863	-0.4425	0	1243.82167563413	0.433076923076923	0	6	1	0	0	0	0
41.519001134038	2.51869400441647	reward_rtpj	44.0376951384544	7	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	-1	10	-1	interested	At this moment	4	1	6	232	RTPJ	458.341796159744	0	1375.20224719101	-0.24625	0	1324.98385857033	0.312307692307692	0	7	1	0	0	0	0
45.0217624799013	2.51921905148029	reward_rtpj	47.5409815313816	8	1	1	10	750	250	250	250	0	0	0	0	2000	0	BLOCKED	0.75	1	8	1	proud	At this moment	1	1	6	232	RTPJ	591.71398794651	0	1168.20349563046	-0.7325	0	1303.70561106841	0.463076923076923	0	8	1	0	0	0	0
48.5537815381289	5.99248925220967	panas_none	54.5462707903385	9	5	2	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2000	0	BLOCKED	n/a	n/a	+	0	alert	At this moment	3	1	6	232	NONE	n/a	0	1166.70786516854	-0.14625	0	1086.05841660261	0.340769230769231	1	1	0	1	0	1	0
55.532374849081	6.00295951676369	panas_none	61.5353343658447	10	5	2	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2000	0	BLOCKED	n/a	n/a	+	0	upset	At this moment	2	1	6	232	NONE	n/a	0	1901.97877652934	0.295	0	1523.95388162952	0.134615384615385	1	2	0	1	0	1	0
62.5360928455591	6.00483720374108	panas_none	68.5409300493002	11	5	2	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2000	0	BLOCKED	n/a	n/a	+	0	interested	At this moment	4	1	6	232	NONE	n/a	0.0274656679151061	1547.75481386393	0.287917737789203	0	1800.82167563413	-0.213846153846154	2	3	0	1	0	1	0
69.5271906701326	8.42148447632789	panas_none	77.9486751464605	12	5	2	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2000	0	BLOCKED	n/a	n/a	+	0	irritable	At this moment	3	1	6	232	NONE	n/a	0	1983.77652933833	0.0625	0	1675.88009223674	0.301538461538462	4	4	0	1	0	1	0
78.9327163943052	2.51876699602603	punish_vlpfc	81.4514833903313	13	4	3	10	0	0	0	0	250	250	250	750	2000	0	BLOCKED	0.25	1	4	-1	scared	At this moment	5	1	6	232	VLPFC	924.05576133728	0	1570.85143570537	-0.26375	0	1268.0192159877	0.631538461538461	0	1	0	0	1	0	0
